,district_x,name_x,address,city_x,phone,email,original_name_x,Match,rowid,school,district_y,street,city_y,state,zip,original_name_y,name_y,simple_name,district,participating,duped,score
885,LAUSD,,1123 W 223rd St,Torrance,310-328-3910,No Data,Meyler Street Elementary,[],0,Meyler Street Elementary (LAUSD),,,,,,,,,LAUSD,True,False,
886,LAUSD,,1123 W 223rd St,Torrance,310-328-3910,No Data,Meyler Street Elementary DL Two-Way Im Spanish,[],0,Meyler Street Elementary DL Two-Way Im Spanish (LAUSD),,,,,,,,,LAUSD,True,False,
887,LAUSD,8150-north-cedros-ave-michelle-obama-elementary(lausd)--los-angeles-unified,8150 Cedros Ave,Panorama City,818-778-5425,No Data,Michelle Obama Elementary School,"[('8150 north cedros ave michelle obama elementary lausd   los angeles unified', 88.41584158415841, '8150-north-cedros-ave-michelle-obama-elementary(lausd)--los-angeles-unified')]",2256,Michelle Obama Elementary(LAUSD),Los Angeles Unified,8150 North Cedros Ave.,Panorama City,CA,91402-4704,Michelle Obama Elementary(LAUSD),Michelle Obama Elementary,8150-north-cedros-ave-michelle-obama-elementary(lausd)--los-angeles-unified,,True,False, 88.41584158415841
888,LAUSD,,1511 Micheltorena St,Los Angeles,323-661-2125,,Micheltorena Street DL Two-Way Im Spanish,[],0,Micheltorena Street DL Two-Way Im Spanish (LAUSD),,,,,,,,,LAUSD,True,False,
889,LAUSD,1511-micheltorena-st-micheltorena-street-elementary(lausd)--los-angeles-unified,1511 Micheltorena St,Los Angeles,323-661-2125,No Data,Micheltorena Street Elementary,"[('1511 micheltorena st micheltorena street elementary lausd   los angeles unified', 95.0, '1511-micheltorena-st-micheltorena-street-elementary(lausd)--los-angeles-unified')]",2257,Micheltorena Street Elementary(LAUSD),Los Angeles Unified,1511 Micheltorena St.,Los Angeles,CA,90026-1621,Micheltorena Street Elementary(LAUSD),Micheltorena Street Elementary,1511-micheltorena-st-micheltorena-street-elementary(lausd)--los-angeles-unified,,True,False, 95.0
890,LAUSD,3150-west-adams-blvd-mid-city's-prescott-school-of-enriched-sciences(lausd)--los-angeles-unified,3150 W Adams Blvd,Los Angeles,323-731-9346,No Data,Mid-City's Prescott School of Enriched Sciences,"[('3150 west adams blvd mid city s prescott school of enriched sciences lausd   los angeles unified', 93.64285714285714, ""3150-west-adams-blvd-mid-city's-prescott-school-of-enriched-sciences(lausd)--los-angeles-unified"")]",2258,Mid-City's Prescott School of Enriched Sciences(LAUSD),Los Angeles Unified,3150 West Adams Blvd.,Los Angeles,CA,90018-1828,Mid-City's Prescott School of Enriched Sciences(LAUSD),Mid-City's Prescott School of Enriched Sciences,3150-west-adams-blvd-mid-city's-prescott-school-of-enriched-sciences(lausd)--los-angeles-unified,,True,False, 93.64285714285714
891,LAUSD,"1600-imperial-hwy,-bldg-16-middle-college-high(lausd)--los-angeles-unified",1600 Imperial Hwy Bldg 16,Los Angeles,323-418-4700,No Data,Middle College High School,"[('1600 imperial hwy  bldg 16 middle college high lausd   los angeles unified', 88.89908256880734, '1600-imperial-hwy,-bldg-16-middle-college-high(lausd)--los-angeles-unified')]",2220,Middle College High(LAUSD),Los Angeles Unified,"1600 Imperial Hwy, Bldg. 16",Los Angeles,CA,90047-4810,Middle College High(LAUSD),Middle College High,"1600-imperial-hwy,-bldg-16-middle-college-high(lausd)--los-angeles-unified",,True,False, 88.89908256880734
892,LAUSD,6537-malabar-st-middleton-street-elementary(lausd)--los-angeles-unified,6537 Malabar St,Huntington Park,323-582-6387,No Data,Middleton Street Elementary,"[('6537 malabar st middleton street elementary lausd   los angeles unified', 95.0, '6537-malabar-st-middleton-street-elementary(lausd)--los-angeles-unified')]",2222,Middleton Street Elementary(LAUSD),Los Angeles Unified,6537 Malabar St.,Huntington Park,CA,90255-4025,Middleton Street Elementary(LAUSD),Middleton Street Elementary,6537-malabar-st-middleton-street-elementary(lausd)--los-angeles-unified,,True,False, 95.0
893,LAUSD,2410-zoe-ave-middleton-primary-center(lausd)--los-angeles-unified,2410 Zoe Ave,Huntington Park,323-826-9533,No Data,Middleton Street Primary Center,"[('2410 zoe ave middleton primary center lausd   los angeles unified', 87.84946236559139, '2410-zoe-ave-middleton-primary-center(lausd)--los-angeles-unified')]",2221,Middleton Primary Center(LAUSD),Los Angeles Unified,2410 Zoe Ave.,Huntington Park,CA,90255-3812,Middleton Primary Center(LAUSD),Middleton Primary Center,2410-zoe-ave-middleton-primary-center(lausd)--los-angeles-unified,,True,False, 87.84946236559139
894,LAUSD,,322 Lucas Ave,Los Angeles,213-240-3815,,Miguel Contreras Learning Complex - Acdemic Ldrshp Community,[],0,Miguel Contreras Learning Complex - Acdemic Ldrshp Community (LAUSD),,,,,,,,,LAUSD,True,False,
895,LAUSD,322-lucas-ave-school-of-business-and-tourism-at-contreras-learning-complex(lausd)--los-angeles-unified,322 S Lucas Ave,Los Angeles,213-240-3840,No Data,Miguel Contreras Learning Complex - Business and Tourism,"[('322 lucas ave school of business and tourism at contreras learning complex lausd   los angeles unified', 89.02097902097901, '322-lucas-ave-school-of-business-and-tourism-at-contreras-learning-complex(lausd)--los-angeles-unified')]",1459,School of Business and Tourism at Contreras Learning Complex(LAUSD),Los Angeles Unified,322 Lucas Ave.,Los Angeles,CA,90017-1406,School of Business and Tourism at Contreras Learning Complex(LAUSD),School of Business and Tourism at Contreras Learning Complex,322-lucas-ave-school-of-business-and-tourism-at-contreras-learning-complex(lausd)--los-angeles-unified,,True,False, 89.02097902097901
896,LAUSD,,322 S Lucas Ave,Los Angeles,213-240-3850,,Miguel Contreras Learning Complex - LA Sch of Global Studies,[],0,Miguel Contreras Learning Complex - LA Sch of Global Studies (LAUSD),,,,,,,,,LAUSD,True,False,
897,LAUSD,,322 S Lucas Ave,Los Angeles,213-240-3896,No Data,Miguel Contreras Learning Complex - School of Social Justice,[],0,Miguel Contreras Learning Complex - School of Social Justice (LAUSD),,,,,,,,,LAUSD,True,False,
898,LAUSD,6720-miles-ave-miles-avenue-elementary(lausd)--los-angeles-unified,6720 Miles Ave,Huntington Park,323-588-8296,No Data,Miles Avenue Elementary,"[('6720 miles ave miles avenue elementary lausd   los angeles unified', 90.0, '6720-miles-ave-miles-avenue-elementary(lausd)--los-angeles-unified')]",2223,Miles Avenue Elementary(LAUSD),Los Angeles Unified,6720 Miles Ave.,Huntington Park,CA,90255-5012,Miles Avenue Elementary(LAUSD),Miles Avenue Elementary,6720-miles-ave-miles-avenue-elementary(lausd)--los-angeles-unified,,True,False, 90.0
899,LAUSD,,6720 Miles Ave,Huntington Park,323-588-8296,,Miles Avenue Elementary DL Two-Way Im Spanish,[],0,Miles Avenue Elementary DL Two-Way Im Spanish (LAUSD),,,,,,,,,LAUSD,True,False,
900,LAUSD,,6720 Miles Ave,Huntington Park,323-588-8296,,Miles Avenue Elementary Science/Tech/Math Magnet,[],0,Miles Avenue Elementary Science/Tech/Math Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
901,LAUSD,,1400 E 68th St,Los Angeles,323-583-1257,No Data,Miramonte Elementary,[],0,Miramonte Elementary (LAUSD),,,,,,,,,LAUSD,True,False,
902,LAUSD,,1400 E 68th St,Los Angeles,323-583-1257,No Data,Miramonte Elementary DL Two-Way Im Spanish,[],0,Miramonte Elementary DL Two-Way Im Spanish (LAUSD),,,,,,,,,LAUSD,True,False,
903,LAUSD,11015-o'melveny-ave-mission-continuation(lausd)--los-angeles-unified,11015 O'Melveny Ave,San Fernando,818-361-1777,No Data,Mission Continuation High,"[('11015 o melveny ave mission continuation lausd   los angeles unified', 90.10309278350516, ""11015-o'melveny-ave-mission-continuation(lausd)--los-angeles-unified"")]",2226,Mission Continuation(LAUSD),Los Angeles Unified,11015 O'Melveny Ave.,San Fernando,CA,91340-4424,Mission Continuation(LAUSD),Mission Continuation,11015-o'melveny-ave-mission-continuation(lausd)--los-angeles-unified,,True,False, 90.10309278350516
904,LAUSD,17951-south-budlong-ave-moneta-continuation(lausd)--los-angeles-unified,17951 S Budlong Ave,Gardena,310-354-4951,No Data,Moneta Continuation High,"[('17951 south budlong ave moneta continuation lausd   los angeles unified', 87.84946236559139, '17951-south-budlong-ave-moneta-continuation(lausd)--los-angeles-unified')]",2227,Moneta Continuation(LAUSD),Los Angeles Unified,17951 South Budlong Ave.,Gardena,CA,90248-3442,Moneta Continuation(LAUSD),Moneta Continuation,17951-south-budlong-ave-moneta-continuation(lausd)--los-angeles-unified,,True,False, 87.84946236559139
905,LAUSD,10018-montara-ave-montara-avenue-elementary(lausd)--los-angeles-unified,10018 Montara Ave,South Gate,323-567-1451,No Data,Montara Avenue Elementary,"[('10018 montara ave montara avenue elementary lausd   los angeles unified', 95.0, '10018-montara-ave-montara-avenue-elementary(lausd)--los-angeles-unified')]",2259,Montara Avenue Elementary(LAUSD),Los Angeles Unified,10018 Montara Ave.,South Gate,CA,90280-5605,Montara Avenue Elementary(LAUSD),Montara Avenue Elementary,10018-montara-ave-montara-avenue-elementary(lausd)--los-angeles-unified,,True,False, 95.0
906,LAUSD,,10018 Montara Ave,South Gate,323-567-1451,No Data,Montara Avenue Elementary DL Two-Way Im Spanish,[],0,Montara Avenue Elementary DL Two-Way Im Spanish (LAUSD),,,,,,,,,LAUSD,True,False,
907,LAUSD,,10018 Montara Ave,South Gate,323-567-1451,No Data,Montara Avenue Elementary Science/Tech/Math Magnet,[],0,Montara Avenue Elementary Science/Tech/Math Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
908,LAUSD,5423-monte-vista-st-monte-vista-street-elementary(lausd)--los-angeles-unified,5423 Monte Vista St,Los Angeles,323-254-7261,No Data,Monte Vista Street Elementary,"[('5423 monte vista st monte vista street elementary lausd   los angeles unified', 95.0, '5423-monte-vista-st-monte-vista-street-elementary(lausd)--los-angeles-unified')]",1713,Monte Vista Street Elementary(LAUSD),Los Angeles Unified,5423 Monte Vista St.,Los Angeles,CA,90042-3322,Monte Vista Street Elementary(LAUSD),Monte Vista Street Elementary,5423-monte-vista-st-monte-vista-street-elementary(lausd)--los-angeles-unified,,True,False, 95.0
909,LAUSD,,5423 Monte Vista St,Los Angeles,323-254-7261,No Data,Monte Vista Street Elementary Film/Comm Magnet,[],0,Monte Vista Street Elementary Film/Comm Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
910,LAUSD,,466 S Fraser Ave,Los Angeles,323-269-0786,,Monterey Continuation High,[],0,Monterey Continuation High (LAUSD),,,,,,,,,LAUSD,True,False,
911,LAUSD,,576 N Maclay Ave,San Fernando,818-365-7181,No Data,Morningside Elementary,[],0,Morningside Elementary (LAUSD),,,,,,,,,LAUSD,True,False,
912,LAUSD,,4865 E 1st St,Los Angeles,323-263-3869,,Morris K Hamasaki El Medical/Science Magnet,[],0,Morris K Hamasaki El Medical/Science Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
913,LAUSD,,4865 E First St,Los Angeles,323-263-3869,,Morris K Hamasaki Medical/Science Magnet,[],0,Morris K Hamasaki Medical/Science Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
914,LAUSD,,10965 Mt Gleason Ave,Sunland,818-951-2580,No Data,Mount Gleason Middle School,[],0,Mount Gleason Middle School (LAUSD),,,,,,,,,LAUSD,True,False,
915,LAUSD,,10965 Mt Gleason Ave,Sunland,818-951-2580,,Mount Gleason Middle School Gifted Magnet,[],0,Mount Gleason Middle School Gifted Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
916,LAUSD,,10965 Mt Gleason Ave,Sunland,818-951-2580,,Mount Gleason Middle School STEAM Magnet,[],0,Mount Gleason Middle School STEAM Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
917,LAUSD,,7705 Summitrose St,Tujunga,818-352-4039,No Data,Mount Lukens Continuation High,[],0,Mount Lukens Continuation High (LAUSD),,,,,,,,,LAUSD,True,False,
918,LAUSD,3981-san-rafael-ave-mt-washington-elementary(lausd)--los-angeles-unified,3981 San Rafael Ave,Los Angeles,323-225-8320,No Data,Mount Washington Elementary,"[('3981 san rafael ave mt washington elementary lausd   los angeles unified', 89.3, '3981-san-rafael-ave-mt-washington-elementary(lausd)--los-angeles-unified')]",1724,Mt. Washington Elementary(LAUSD),Los Angeles Unified,3981 San Rafael Ave.,Los Angeles,CA,90065-4013,Mt. Washington Elementary(LAUSD),Mt. Washington Elementary,3981-san-rafael-ave-mt-washington-elementary(lausd)--los-angeles-unified,,True,False, 89.3
919,LAUSD,6410-olcott-st-mountain-view-elementary(lausd)--los-angeles-unified,6410 Olcott St,Tujunga,818-352-1616,No Data,Mountain View Elementary,"[('6410 olcott st mountain view elementary lausd   los angeles unified', 95.0, '6410-olcott-st-mountain-view-elementary(lausd)--los-angeles-unified')]",1721,Mountain View Elementary(LAUSD),Los Angeles Unified,6410 Olcott St.,Tujunga,CA,91042-2830,Mountain View Elementary(LAUSD),Mountain View Elementary,6410-olcott-st-mountain-view-elementary(lausd)--los-angeles-unified,,True,False, 95.0
920,LAUSD,,6410 Olcott St,Tujunga,818-352-1616,,Mountain View Elementary DL Two-Way Im Armenian,[],0,Mountain View Elementary DL Two-Way Im Armenian (LAUSD),,,,,,,,,LAUSD,True,False,
921,LAUSD,,2101 N Indiana Ave,Los Angeles,323-225-6005,No Data,Multnomah Street Elementary,[],0,Multnomah Street Elementary (LAUSD),,,,,,,,,LAUSD,True,False,
922,LAUSD,,2101 N Indiana Ave,Los Angeles,323-223-2511,No Data,Multnomah Street Elementary Environmental/Science Magnet,[],0,Multnomah Street Elementary Environmental/Science Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
923,LAUSD,,2101 N Indiana Ave,Los Angeles,323-225-6005,No Data,Multnomah Street Elementary Gifted Magnet,[],0,Multnomah Street Elementary Gifted Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
924,LAUSD,1501-murchison-st-murchison-street-elementary(lausd)--los-angeles-unified,1501 Murchison St,Los Angeles,323-222-0148,No Data,Murchison Street Elementary,"[('1501 murchison st murchison street elementary lausd   los angeles unified', 95.0, '1501-murchison-st-murchison-street-elementary(lausd)--los-angeles-unified')]",1727,Murchison Street Elementary(LAUSD),Los Angeles Unified,1501 Murchison St.,Los Angeles,CA,90033-1526,Murchison Street Elementary(LAUSD),Murchison Street Elementary,1501-murchison-st-murchison-street-elementary(lausd)--los-angeles-unified,,True,False, 95.0
925,LAUSD,19010-napa-st-napa-street-elementary(lausd)--los-angeles-unified,19010 Napa St,Northridge,818-885-1441,No Data,Napa Street Elementary,"[('19010 napa st napa street elementary lausd   los angeles unified', 90.0, '19010-napa-st-napa-street-elementary(lausd)--los-angeles-unified')]",1295,Napa Street Elementary(LAUSD),Los Angeles Unified,19010 Napa St.,Northridge,CA,91324-4416,Napa Street Elementary(LAUSD),Napa Street Elementary,19010-napa-st-napa-street-elementary(lausd)--los-angeles-unified,,True,False, 90.0
926,LAUSD,,19010 Napa St,Northridge,818-885-1441,,Napa Street Elementary DL Two-Way Im Spanish,[],0,Napa Street Elementary DL Two-Way Im Spanish (LAUSD),,,,,,,,,LAUSD,True,False,
927,LAUSD,24300-south-western-ave-humanities-and-arts-(harts)-academy-of-los-angeles(lausd)--los-angeles-unified,24300 Western Ave,Harbor City,310-257-4300,No Data,Narbonne SH-Humanities & Arts (HArts) Academy of Los Angeles,"[('24300 south western ave humanities and arts  harts  academy of los angeles lausd   los angeles unified', 87.29729729729729, '24300-south-western-ave-humanities-and-arts-(harts)-academy-of-los-angeles(lausd)--los-angeles-unified')]",2030,Humanities and Arts (HARTS) Academy of Los Angeles(LAUSD),Los Angeles Unified,24300 South Western Ave.,Harbor City,CA,90710-1742,Humanities and Arts (HARTS) Academy of Los Angeles(LAUSD),Humanities and Arts (HARTS) Academy of Los Angeles,24300-south-western-ave-humanities-and-arts-(harts)-academy-of-los-angeles(lausd)--los-angeles-unified,,True,False, 87.29729729729729
928,LAUSD,24300-western-ave-nathaniel-narbonne-senior-high(lausd)--los-angeles-unified,24300 S Western Ave,Harbor City,310-257-7100,No Data,Nathaniel Narbonne Senior High,"[('24300 western ave nathaniel narbonne senior high lausd   los angeles unified', 93.27272727272727, '24300-western-ave-nathaniel-narbonne-senior-high(lausd)--los-angeles-unified')]",1296,Nathaniel Narbonne Senior High(LAUSD),Los Angeles Unified,24300 Western Ave.,Harbor City,CA,90710-1742,Nathaniel Narbonne Senior High(LAUSD),Nathaniel Narbonne Senior High,24300-western-ave-nathaniel-narbonne-senior-high(lausd)--los-angeles-unified,,True,False, 93.27272727272727
929,LAUSD,,24300 S Western Ave,Harbor City,310-257-7100,No Data,Nathaniel Narbonne Senior High Bus/Entrep/Tech Magnet,[],0,Nathaniel Narbonne Senior High Bus/Entrep/Tech Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
930,LAUSD,,24300 S Western Ave,Harbor City,310-257-7100,No Data,Nathaniel Narbonne Senior High STEAM Magnet,[],0,Nathaniel Narbonne Senior High STEAM Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
931,LAUSD,1319-east-41st-st-nava-college-preparatory-academy(lausd)--los-angeles-unified,1319 E 41st St,Los Angeles,323-235-6800,No Data,Nava College Preparatory Academy,"[('1319 east 41st st nava college preparatory academy lausd   los angeles unified', 93.17307692307692, '1319-east-41st-st-nava-college-preparatory-academy(lausd)--los-angeles-unified')]",1298,Nava College Preparatory Academy(LAUSD),Los Angeles Unified,1319 East 41st St.,Los Angeles,CA,90011-3301,Nava College Preparatory Academy(LAUSD),Nava College Preparatory Academy,1319-east-41st-st-nava-college-preparatory-academy(lausd)--los-angeles-unified,,True,False, 93.17307692307692
932,LAUSD,5060-nestle-ave-nestle-avenue-charter(lausd)--los-angeles-unified,5060 Nestle Ave,Tarzana,818-342-6148,No Data,Nestle Avenue Charter,"[('5060 nestle ave nestle avenue charter lausd   los angeles unified', 90.0, '5060-nestle-ave-nestle-avenue-charter(lausd)--los-angeles-unified')]",1299,Nestle Avenue Charter(LAUSD),Los Angeles Unified,5060 Nestle Ave.,Tarzana,CA,91356-4350,Nestle Avenue Charter(LAUSD),Nestle Avenue Charter,5060-nestle-ave-nestle-avenue-charter(lausd)--los-angeles-unified,,True,False, 90.0
933,LAUSD,22120-chase-st-nevada-avenue-elementary(lausd)--los-angeles-unified,22120 Chase St,West Hills,818-348-2169,No Data,Nevada Avenue Elementary,"[('22120 chase st nevada avenue elementary lausd   los angeles unified', 95.0, '22120-chase-st-nevada-avenue-elementary(lausd)--los-angeles-unified')]",1300,Nevada Avenue Elementary(LAUSD),Los Angeles Unified,22120 Chase St.,West Hills,CA,91304-2307,Nevada Avenue Elementary(LAUSD),Nevada Avenue Elementary,22120-chase-st-nevada-avenue-elementary(lausd)--los-angeles-unified,,True,False, 95.0
934,LAUSD,,22120 Chase St,West Hills,818-348-2169,No Data,Nevada Avenue Elementary DL Two-Way Im Spanish,[],0,Nevada Avenue Elementary DL Two-Way Im Spanish (LAUSD),,,,,,,,,LAUSD,True,False,
935,LAUSD,,1569 E 32nd St,Los Angeles,323-232-2236,No Data,Nevin Avenue Elementary,[],0,Nevin Avenue Elementary (LAUSD),,,,,,,,,LAUSD,True,False,
936,LAUSD,6520-newcastle-ave-newcastle-elementary(lausd)--los-angeles-unified,6520 Newcastle Ave,Reseda,818-343-8795,No Data,Newcastle Elementary School,"[('6520 newcastle ave newcastle elementary lausd   los angeles unified', 86.36363636363636, '6520-newcastle-ave-newcastle-elementary(lausd)--los-angeles-unified')]",1788,Newcastle Elementary(LAUSD),Los Angeles Unified,6520 Newcastle Ave.,Reseda,CA,91335-6230,Newcastle Elementary(LAUSD),Newcastle Elementary,6520-newcastle-ave-newcastle-elementary(lausd)--los-angeles-unified,,True,False, 86.36363636363636
937,LAUSD,8329-noble-ave-noble-avenue-elementary(lausd)--los-angeles-unified,8329 Noble Ave,North Hills,818-892-1151,No Data,Noble Avenue Elementary,"[('8329 noble ave noble avenue elementary lausd   los angeles unified', 90.0, '8329-noble-ave-noble-avenue-elementary(lausd)--los-angeles-unified')]",1796,Noble Avenue Elementary(LAUSD),Los Angeles Unified,8329 Noble Ave.,North Hills,CA,91343-6617,Noble Avenue Elementary(LAUSD),Noble Avenue Elementary,8329-noble-ave-noble-avenue-elementary(lausd)--los-angeles-unified,,True,False, 90.0
938,LAUSD,1730-corinth-ave-nora-sterry-elementary(lausd)--los-angeles-unified,1730 Corinth Ave,Los Angeles,310-473-2172,No Data,Nora Sterry Elementary,"[('1730 corinth ave nora sterry elementary lausd   los angeles unified', 95.0, '1730-corinth-ave-nora-sterry-elementary(lausd)--los-angeles-unified')]",1797,Nora Sterry Elementary(LAUSD),Los Angeles Unified,1730 Corinth Ave.,Los Angeles,CA,90025-4211,Nora Sterry Elementary(LAUSD),Nora Sterry Elementary,1730-corinth-ave-nora-sterry-elementary(lausd)--los-angeles-unified,,True,False, 95.0
939,LAUSD,,4505 S Raymond Ave,Los Angeles,323-294-5171,No Data,Normandie Avenue Elementary,[],0,Normandie Avenue Elementary (LAUSD),,,,,,,,,LAUSD,True,False,
940,LAUSD,,4505 S Raymond Ave,Los Angeles,323-294-5171,No Data,Normandie Avenue Elementary DL Two-Way Im Spanish,[],0,Normandie Avenue Elementary DL Two-Way Im Spanish (LAUSD),,,,,,,,,LAUSD,True,False,
941,LAUSD,,1001 W 253rd St,Harbor City,310-326-5261,No Data,Normont Elementary,[],0,Normont Elementary (LAUSD),,,,,,,,,LAUSD,True,False,
942,LAUSD,,1001 W 253rd St,Harbor City,310-326-5261,No Data,Normont Elementary DL Two-Way Im Spanish,[],0,Normont Elementary DL Two-Way Im Spanish (LAUSD),,,,,,,,,LAUSD,True,False,
943,LAUSD,5231-colfax-ave-north-hollywood-senior-high(lausd)--los-angeles-unified,5231 Colfax Ave,North Hollywood,818-753-6200,No Data,North Hollywood Senior High,"[('5231 colfax ave north hollywood senior high lausd   los angeles unified', 95.0, '5231-colfax-ave-north-hollywood-senior-high(lausd)--los-angeles-unified')]",1801,North Hollywood Senior High(LAUSD),Los Angeles Unified,5231 Colfax Ave.,North Hollywood,CA,91601-3002,North Hollywood Senior High(LAUSD),North Hollywood Senior High,5231-colfax-ave-north-hollywood-senior-high(lausd)--los-angeles-unified,,True,False, 95.0
944,LAUSD,,5231 Colfax Ave,North Hollywood,818-753-6200,No Data,North Hollywood Senior High Highly Gifted Magnet,[],0,North Hollywood Senior High Highly Gifted Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
945,LAUSD,,5231 Colfax Ave,North Hollywood,818-753-6200,No Data,North Hollywood Senior High LA Zoo/Biological Science Magnet,[],0,North Hollywood Senior High LA Zoo/Biological Science Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
946,LAUSD,,5231 Colfax Ave,North Hollywood,818-753-6200,No Data,North Hollywood Senior High STEM Magnet,[],0,North Hollywood Senior High STEM Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
947,LAUSD,9601-zelzah-ave-northridge-academy-high(lausd)--los-angeles-unified,9601 Zelzah Ave,Northridge,818-700-2222,No Data,Northridge Academy Senior High,"[('9601 zelzah ave northridge academy high lausd   los angeles unified', 88.14432989690721, '9601-zelzah-ave-northridge-academy-high(lausd)--los-angeles-unified')]",1619,Northridge Academy High(LAUSD),Los Angeles Unified,9601 Zelzah Ave.,Northridge,CA,91325-2010,Northridge Academy High(LAUSD),Northridge Academy High,9601-zelzah-ave-northridge-academy-high(lausd)--los-angeles-unified,,True,False, 88.14432989690721
948,LAUSD,,17960 Chase St,Northridge,818-678-5100,,Northridge Middle Medical Health Careers Magnet,[],0,Northridge Middle Medical Health Careers Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
949,LAUSD,17960-chase-st-northridge-middle(lausd)--los-angeles-unified,17960 Chase St,Northridge,818-678-5100,No Data,Northridge Middle School,"[('17960 chase st northridge middle lausd   los angeles unified', 86.98795180722891, '17960-chase-st-northridge-middle(lausd)--los-angeles-unified')]",1620,Northridge Middle(LAUSD),Los Angeles Unified,17960 Chase St.,Northridge,CA,91325-3811,Northridge Middle(LAUSD),Northridge Middle,17960-chase-st-northridge-middle(lausd)--los-angeles-unified,,True,False, 86.98795180722891
950,LAUSD,2020-oak-st-norwood-street-elementary(lausd)--los-angeles-unified,2020 Oak St,Los Angeles,213-748-3733,No Data,Norwood Street Elementary,"[('2020 oak st norwood street elementary lausd   los angeles unified', 90.0, '2020-oak-st-norwood-street-elementary(lausd)--los-angeles-unified')]",1621,Norwood Street Elementary(LAUSD),Los Angeles Unified,2020 Oak St.,Los Angeles,CA,90007-1307,Norwood Street Elementary(LAUSD),Norwood Street Elementary,2020-oak-st-norwood-street-elementary(lausd)--los-angeles-unified,,True,False, 90.0
951,LAUSD,4412-randolph-st-nueva-vista-elementary(lausd)--los-angeles-unified,4412 Randolph St,Bell,323-562-3015,No Data,Nueva Vista Elementary,"[('4412 randolph st nueva vista elementary lausd   los angeles unified', 95.0, '4412-randolph-st-nueva-vista-elementary(lausd)--los-angeles-unified')]",1652,Nueva Vista Elementary(LAUSD),Los Angeles Unified,4412 Randolph St.,Bell,CA,90201-1224,Nueva Vista Elementary(LAUSD),Nueva Vista Elementary,4412-randolph-st-nueva-vista-elementary(lausd)--los-angeles-unified,,True,False, 95.0
952,LAUSD,,4412 Randolph St,Bell,323-773-5831,,Nueva Vista Elementary Visual and Performing Arts Magnet,[],0,Nueva Vista Elementary Visual and Performing Arts Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
953,LAUSD,8693-dearborn-ave-odyssey-continuation(lausd)--los-angeles-unified,8693 Dearborn Ave,South Gate,323-567-5536,No Data,Odyssey Continuation High,"[('8693 dearborn ave odyssey continuation lausd   los angeles unified', 89.89247311827957, '8693-dearborn-ave-odyssey-continuation(lausd)--los-angeles-unified')]",1660,Odyssey Continuation(LAUSD),Los Angeles Unified,8693 Dearborn Ave.,South Gate,CA,90280-2904,Odyssey Continuation(LAUSD),Odyssey Continuation,8693-dearborn-ave-odyssey-continuation(lausd)--los-angeles-unified,,True,False, 89.89247311827957
954,LAUSD,14600-tyler-st-olive-vista-middle(lausd)--los-angeles-unified,14600 Tyler St,Sylmar,818-833-3900,No Data,Olive Vista Middle School,"[('14600 tyler st olive vista middle lausd   los angeles unified', 87.17647058823529, '14600-tyler-st-olive-vista-middle(lausd)--los-angeles-unified')]",1663,Olive Vista Middle(LAUSD),Los Angeles Unified,14600 Tyler St.,Sylmar,CA,91342-2826,Olive Vista Middle(LAUSD),Olive Vista Middle,14600-tyler-st-olive-vista-middle(lausd)--los-angeles-unified,,True,False, 87.17647058823529
955,LAUSD,,14600 Tyler St,Sylmar,818-833-3900,,Olive Vista Middle School STEAM Magnet,[],0,Olive Vista Middle School STEAM Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
956,LAUSD,9351-paso-robles-ave-oliver-wendell-holmes-middle(lausd)--los-angeles-unified,9351 Paso Robles Ave,Northridge,818-678-4100,No Data,Oliver Wendell Holmes Middle School,"[('9351 paso robles ave oliver wendell holmes middle lausd   los angeles unified', 89.31623931623932, '9351-paso-robles-ave-oliver-wendell-holmes-middle(lausd)--los-angeles-unified')]",2049,Oliver Wendell Holmes Middle(LAUSD),Los Angeles Unified,9351 Paso Robles Ave.,Northridge,CA,91325-2528,Oliver Wendell Holmes Middle(LAUSD),Oliver Wendell Holmes Middle,9351-paso-robles-ave-oliver-wendell-holmes-middle(lausd)--los-angeles-unified,,True,False, 89.31623931623932
957,LAUSD,,9351 Paso Robles Ave,Northridge,818-678-4100,,Oliver Wendell Holmes MS International Humanities Magnet,[],0,Oliver Wendell Holmes MS International Humanities Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
958,LAUSD,,950 S Albany St,Los Angeles,213-739-2753,No Data,Olympic Primary Center,[],0,Olympic Primary Center (LAUSD),,,,,,,,,LAUSD,True,False,
