id,index,district_x,name_x,address,phone,original_name_x,Match,rowid,school,district_y,street,original_name_y,simple_name,district,participating,duped,score
688,688,LAUSD,7560-hope-street-elementary,7560 State St,323-586-5700,Hope Street Elementary,"[('7560 hope street elementary', 100.0, '7560-hope-street-elementary')]",2025,Hope Street Elementary(LAUSD),Los Angeles Unified,7560 State St.,Hope Street Elementary(LAUSD),7560-hope-street-elementary,,True,False, 100.0
689,689,LAUSD,7001-horace-mann-ucla-community,7001 S St Andrews Pl,323-541-1900,Horace Mann UCLA Community School,"[('7001 horace mann ucla community', 95.0, '7001-horace-mann-ucla-community')]",2026,Horace Mann UCLA Community(LAUSD),Los Angeles Unified,7001 South Saint Andrews Pl.,Horace Mann UCLA Community(LAUSD),7001-horace-mann-ucla-community,,True,False, 95.0
690,690,LAUSD,13325-hubbard-street-elementary,13325 Hubbard St,818-367-1944,Hubbard Street Elementary,"[('13325 hubbard street elementary', 100.0, '13325-hubbard-street-elementary')]",2027,Hubbard Street Elementary(LAUSD),Los Angeles Unified,13325 Hubbard St.,Hubbard Street Elementary(LAUSD),13325-hubbard-street-elementary,,True,False, 100.0
691,691,LAUSD,13325-hubbard-street-elementary,13325 Hubbard St,818-367-1944,Hubbard Street Elementary STEAM Magnet,"[('13325 hubbard street elementary', 95.0, '13325-hubbard-street-elementary')]",2027,Hubbard Street Elementary(LAUSD),Los Angeles Unified,13325 Hubbard St.,Hubbard Street Elementary(LAUSD),13325-hubbard-street-elementary,,True,False, 95.0
692,692,LAUSD,929-hubert-howe-bancroft-middle,929 N Las Palmas Ave,323-993-3400,Hubert Howe Bancroft Middle School,"[('929 hubert howe bancroft middle', 95.0, '929-hubert-howe-bancroft-middle')]",2028,Hubert Howe Bancroft Middle(LAUSD),Los Angeles Unified,929 North Las Palmas Ave.,Hubert Howe Bancroft Middle(LAUSD),929-hubert-howe-bancroft-middle,,True,False, 95.0
693,693,LAUSD,929-hubert-howe-bancroft-middle,929 N Las Palmas Ave,323-993-3400,Hubert Howe Bancroft Middle School Gifted STEAM Magnet,"[('929 hubert howe bancroft middle', 90.0, '929-hubert-howe-bancroft-middle')]",2028,Hubert Howe Bancroft Middle(LAUSD),Los Angeles Unified,929 North Las Palmas Ave.,Hubert Howe Bancroft Middle(LAUSD),929-hubert-howe-bancroft-middle,,True,False, 90.0
694,694,LAUSD,929-hubert-howe-bancroft-middle,929 N Las Palmas Ave,323-993-3400,Hubert Howe Bancroft Middle School Performing Arts Magnet,"[('929 hubert howe bancroft middle', 90.0, '929-hubert-howe-bancroft-middle')]",2028,Hubert Howe Bancroft Middle(LAUSD),Los Angeles Unified,929 North Las Palmas Ave.,Hubert Howe Bancroft Middle(LAUSD),929-hubert-howe-bancroft-middle,,True,False, 90.0
695,695,LAUSD,500-humphreys-avenue-elementary,500 S Humphreys Ave,323-263-6958,Humphreys Avenue Elementary,"[('500 humphreys avenue elementary', 100.0, '500-humphreys-avenue-elementary')]",2031,Humphreys Avenue Elementary(LAUSD),Los Angeles Unified,500 South Humphreys Ave.,Humphreys Avenue Elementary(LAUSD),500-humphreys-avenue-elementary,,True,False, 100.0
696,696,LAUSD,500-humphreys-avenue-elementary,500 S Humphreys Ave,323-263-6958,Humphreys Avenue Elementary DL Two-Way Im Spanish,"[('500 humphreys avenue elementary', 90.0, '500-humphreys-avenue-elementary')]",2031,Humphreys Avenue Elementary(LAUSD),Los Angeles Unified,500 South Humphreys Ave.,Humphreys Avenue Elementary(LAUSD),500-humphreys-avenue-elementary,,True,False, 90.0
697,697,LAUSD,500-humphreys-avenue-elementary,500 S Humphreys Ave,323-263-6958,Humphreys Avenue Elementary Science/Tech/Math Magnet,"[('500 humphreys avenue elementary', 90.0, '500-humphreys-avenue-elementary')]",2031,Humphreys Avenue Elementary(LAUSD),Los Angeles Unified,500 South Humphreys Ave.,Humphreys Avenue Elementary(LAUSD),500-humphreys-avenue-elementary,,True,False, 90.0
698,698,LAUSD,4435-huntington-drive-elementary,4435 N Huntington Dr,323-223-1336,Huntington Drive Elementary,"[('4435 huntington drive elementary', 100.0, '4435-huntington-drive-elementary')]",2249,Huntington Drive Elementary(LAUSD),Los Angeles Unified,4435 North Huntington Dr.,Huntington Drive Elementary(LAUSD),4435-huntington-drive-elementary,,True,False, 100.0
699,699,LAUSD,4435-huntington-drive-elementary,4435 N Huntington Dr,323-223-1336,Huntington Drive Elementary DL Two-Way Im Spanish,"[('4435 huntington drive elementary', 90.0, '4435-huntington-drive-elementary')]",2249,Huntington Drive Elementary(LAUSD),Los Angeles Unified,4435 North Huntington Dr.,Huntington Drive Elementary(LAUSD),4435-huntington-drive-elementary,,True,False, 90.0
700,700,LAUSD,6055-huntington-park-elementary,6055 Corona Ave,323-869-5920,Huntington Park  Elementary DL Two-Way Im Spanish,"[('6055 huntington park elementary', 87.0967741935484, '6055-huntington-park-elementary')]",2250,Huntington Park Elementary(LAUSD),Los Angeles Unified,6055 Corona Ave.,Huntington Park Elementary(LAUSD),6055-huntington-park-elementary,,True,False, 87.0967741935484
701,701,LAUSD,6055-huntington-park-elementary,6055 Corona Ave,323-869-5920,Huntington Park Elementary,"[('6055 huntington park elementary', 100.0, '6055-huntington-park-elementary')]",2250,Huntington Park Elementary(LAUSD),Los Angeles Unified,6055 Corona Ave.,Huntington Park Elementary(LAUSD),6055-huntington-park-elementary,,True,False, 100.0
702,702,LAUSD,6020-huntington-park-senior-high,6020 Miles Ave,323-826-2300,Huntington Park Senior High,"[('6020 huntington park senior high', 100.0, '6020-huntington-park-senior-high')]",2251,Huntington Park Senior High(LAUSD),Los Angeles Unified,6020 Miles Ave.,Huntington Park Senior High(LAUSD),6020-huntington-park-senior-high,,True,False, 100.0
703,703,LAUSD,6020-huntington-park-senior-high,6020 Miles Ave,323-826-2300,Huntington Park Senior High STEAM Magnet,"[('6020 huntington park senior high', 95.0, '6020-huntington-park-senior-high')]",2251,Huntington Park Senior High(LAUSD),Los Angeles Unified,6020 Miles Ave.,Huntington Park Senior High(LAUSD),6020-huntington-park-senior-high,,True,False, 95.0
704,704,LAUSD,6501-independence-continuation,6501 Balboa Blvd,818-881-7737,Independence Continuation High,"[('6501 independence continuation', 95.0, '6501-independence-continuation')]",1692,Independence Continuation(LAUSD),Los Angeles Unified,6501 Balboa Blvd.,Independence Continuation(LAUSD),6501-independence-continuation,,True,False, 95.0
705,705,LAUSD,8435-independence-elementary,8435 Victoria Ave,323-249-9559,Independence Elementary,"[('8435 independence elementary', 100.0, '8435-independence-elementary')]",1693,Independence Elementary(LAUSD),Los Angeles Unified,8435 Victoria Ave.,Independence Elementary(LAUSD),8435-independence-elementary,,True,False, 100.0
706,706,LAUSD,8435-independence-elementary,8435 Victoria Ave,323-249-9559,Independence Elementary DL Two-Way Im Spanish,"[('8435 independence elementary', 90.0, '8435-independence-elementary')]",1693,Independence Elementary(LAUSD),Los Angeles Unified,8435 Victoria Ave.,Independence Elementary(LAUSD),8435-independence-elementary,,True,False, 90.0
707,707,LAUSD,8435-independence-elementary,8435 Victoria Ave,323-249-9385,Independence Elementary STEM Magnet,"[('8435 independence elementary', 95.0, '8435-independence-elementary')]",1693,Independence Elementary(LAUSD),Los Angeles Unified,8435 Victoria Ave.,Independence Elementary(LAUSD),8435-independence-elementary,,True,False, 95.0
708,708,LAUSD,5225-international-studies-learning-center-at-legacy-high-school-complex,5225 Tweedy Blvd,323-357-7521,International Studies Learning Center,"[('5225 international studies learning center at legacy high school complex', 90.0, '5225-international-studies-learning-center-at-legacy-high-school-complex')]",1697,International Studies Learning Center at Legacy High School Complex(LAUSD),Los Angeles Unified,5225 Tweedy Blvd.,International Studies Learning Center at Legacy High School Complex(LAUSD),5225-international-studies-learning-center-at-legacy-high-school-complex,,True,False, 90.0
709,709,LAUSD,2828-ivanhoe-elementary,2828 Herkimer St,323-664-0051,Ivanhoe Elementary,"[('2828 ivanhoe elementary', 100.0, '2828-ivanhoe-elementary')]",1270,Ivanhoe Elementary(LAUSD),Los Angeles Unified,2828 Herkimer St.,Ivanhoe Elementary(LAUSD),2828-ivanhoe-elementary,,True,False, 100.0
710,710,LAUSD,12924-A-jack-london-community-day,12924-A Oxnard St,818-756-2795,Jack London Community Day School,"[('12924 a jack london community day', 95.0, '12924-A-jack-london-community-day')]",1273,Jack London Community Day(LAUSD),Los Angeles Unified,12924-A Oxnard St.,Jack London Community Day(LAUSD),12924-A-jack-london-community-day,,True,False, 95.0
711,711,LAUSD,12924-jack-london-continuation,12924 Oxnard St,818-756-2794,Jack London Continuation High,"[('12924 jack london continuation', 95.0, '12924-jack-london-continuation')]",1274,Jack London Continuation(LAUSD),Los Angeles Unified,12924 Oxnard St.,Jack London Continuation(LAUSD),12924-jack-london-continuation,,True,False, 95.0
712,712,LAUSD,4443-jaime-escalante-elementary,4443 Live Oak St,323-890-2340,Jaime Escalante Elementary School,"[('4443 jaime escalante elementary', 95.0, '4443-jaime-escalante-elementary')]",1275,Jaime Escalante Elementary(LAUSD),Los Angeles Unified,4443 Live Oak St.,Jaime Escalante Elementary(LAUSD),4443-jaime-escalante-elementary,,True,False, 95.0
713,713,LAUSD,5101-james-a-garfield-senior-high,5101 E 6th St,323-981-5500,James A Garfield Senior High,"[('5101 james a garfield senior high', 100.0, '5101-james-a-garfield-senior-high')]",1276,James A. Garfield Senior High(LAUSD),Los Angeles Unified,5101 East Sixth St.,James A. Garfield Senior High(LAUSD),5101-james-a-garfield-senior-high,,True,False, 100.0
714,714,LAUSD,5101-james-a-garfield-senior-high,5101 E 6th St,323-981-5500,James A Garfield Senior High Computer Science Magnet,"[('5101 james a garfield senior high', 90.0, '5101-james-a-garfield-senior-high')]",1276,James A. Garfield Senior High(LAUSD),Los Angeles Unified,5101 East Sixth St.,James A. Garfield Senior High(LAUSD),5101-james-a-garfield-senior-high,,True,False, 90.0
715,715,LAUSD,3960-james-j-mcbride-special-education-center,3960 Centinela Ave,310-391-0568,James J McBride Special Education Center,"[('3960 james j mcbride special education center', 100.0, '3960-james-j-mcbride-special-education-center')]",1277,James J. McBride Special Education Center(LAUSD),Los Angeles Unified,3960 Centinela Ave.,James J. McBride Special Education Center(LAUSD),3960-james-j-mcbride-special-education-center,,True,False, 100.0
716,716,LAUSD,13000-james-madison-middle,13000 Hart St,818-255-5200,James Madison Middle School,"[('13000 james madison middle', 95.0, '13000-james-madison-middle')]",1305,James Madison Middle(LAUSD),Los Angeles Unified,13000 Hart St.,James Madison Middle(LAUSD),13000-james-madison-middle,,True,False, 95.0
717,717,LAUSD,13000-james-madison-middle,13000 Hart St,818-255-5200,James Madison Middle School Comp Sci/Eng Design Magnet,"[('13000 james madison middle', 90.0, '13000-james-madison-middle')]",1305,James Madison Middle(LAUSD),Los Angeles Unified,13000 Hart St.,James Madison Middle(LAUSD),13000-james-madison-middle,,True,False, 90.0
718,718,LAUSD,13000-james-madison-middle,13000 Hart St,818-255-5200,James Madison Middle School Medical/Math/Science Magnet,"[('13000 james madison middle', 90.0, '13000-james-madison-middle')]",1305,James Madison Middle(LAUSD),Los Angeles Unified,13000 Hart St.,James Madison Middle(LAUSD),13000-james-madison-middle,,True,False, 90.0
719,719,LAUSD,9229-james-monroe-high,9229 Haskell Ave,818-830-4200,James Monroe Senior High,"[('9229 james monroe high', 95.0, '9229-james-monroe-high')]",1306,James Monroe High(LAUSD),Los Angeles Unified,9229 Haskell Ave.,James Monroe High(LAUSD),9229-james-monroe-high,,True,False, 95.0
720,720,LAUSD,,9229 Haskell Ave,818-830-4200,James Monroe Senior High Firefighter Academy Magnet,[],0,James Monroe Senior High Firefighter Academy Magnet (LAUSD),,,,,LAUSD,True,False,
721,721,LAUSD,,9229 Haskell Ave,818-830-4249,James Monroe Senior High Law/Government Magnet,[],0,James Monroe Senior High Law/Government Magnet (LAUSD),,,,,LAUSD,True,False,
722,722,LAUSD,,9229 Haskell Ave,818-830-4200,James Monroe Senior High Police Academy Magnet,[],0,James Monroe Senior High Police Academy Magnet (LAUSD),,,,,LAUSD,True,False,
723,723,LAUSD,,9229 Haskell Ave,818-830-4200,James Monroe Senior High Police Orientation & Prep Prog OLC,[],0,James Monroe Senior High Police Orientation & Prep Prog OLC (LAUSD),,,,,LAUSD,True,False,
724,724,LAUSD,16341-jane-addams-continuation,16341 Donmetz St,818-271-2946,Jane Addams Continuation High,"[('16341 jane addams continuation', 95.0, '16341-jane-addams-continuation')]",1307,Jane Addams Continuation(LAUSD),Los Angeles Unified,16341 Donmetz St.,Jane Addams Continuation(LAUSD),16341-jane-addams-continuation,,True,False, 95.0
725,725,LAUSD,8218-joaquin-miller-career-and-transition-center,8218 Vanalden Ave,818-885-1646,Joaquin Miller Career and Transition Center,"[('8218 joaquin miller career and transition center', 100.0, '8218-joaquin-miller-career-and-transition-center')]",1310,Joaquin Miller Career and Transition Center(LAUSD),Los Angeles Unified,8218 Vanalden Ave.,Joaquin Miller Career and Transition Center(LAUSD),8218-joaquin-miller-career-and-transition-center,,True,False, 100.0
726,726,LAUSD,7330-john-a-sutter-middle,7330 Winnetka Ave,818-773-5800,John A Sutter Middle School,"[('7330 john a sutter middle', 95.0, '7330-john-a-sutter-middle')]",1311,John A. Sutter Middle(LAUSD),Los Angeles Unified,7330 Winnetka Ave.,John A. Sutter Middle(LAUSD),7330-john-a-sutter-middle,,True,False, 95.0
727,727,LAUSD,7330-john-a-sutter-middle,7330 Winnetka Ave,818-773-5800,John A Sutter Middle School STEAM Magnet,"[('7330 john a sutter middle', 90.0, '7330-john-a-sutter-middle')]",1311,John A. Sutter Middle(LAUSD),Los Angeles Unified,7330 Winnetka Ave.,John A. Sutter Middle(LAUSD),7330-john-a-sutter-middle,,True,False, 90.0
728,728,LAUSD,151-john-adams-middle,151 W 30th St,213-745-3700,John Adams Middle School,"[('151 john adams middle', 95.0, '151-john-adams-middle')]",1312,John Adams Middle(LAUSD),Los Angeles Unified,151 West 30th St.,John Adams Middle(LAUSD),151-john-adams-middle,,True,False, 95.0
729,729,LAUSD,151-john-adams-middle,151 W 30th St,213-745-3700,John Adams Middle School Gifted Magnet,"[('151 john adams middle', 90.0, '151-john-adams-middle')]",1312,John Adams Middle(LAUSD),Los Angeles Unified,151 West 30th St.,John Adams Middle(LAUSD),151-john-adams-middle,,True,False, 90.0
730,730,LAUSD,6051-john-b-monlux-elementary,6051 Bellaire Ave,818-763-4693,John B Monlux Elementary,"[('6051 john b monlux elementary', 100.0, '6051-john-b-monlux-elementary')]",1313,John B. Monlux Elementary(LAUSD),Los Angeles Unified,6051 Bellaire Ave.,John B. Monlux Elementary(LAUSD),6051-john-b-monlux-elementary,,True,False, 100.0
731,731,LAUSD,6051-john-b-monlux-elementary,6051 Bellaire Ave,818-763-5071,John B Monlux Elementary Science/Tech/Math Magnet,"[('6051 john b monlux elementary', 90.0, '6051-john-b-monlux-elementary')]",1313,John B. Monlux Elementary(LAUSD),Los Angeles Unified,6051 Bellaire Ave.,John B. Monlux Elementary(LAUSD),6051-john-b-monlux-elementary,,True,False, 90.0
732,732,LAUSD,600-john-burroughs-middle,600 S Mc Cadden Pl,323-549-5000,John Burroughs Middle School,"[('600 john burroughs middle', 95.0, '600-john-burroughs-middle')]",1314,John Burroughs Middle(LAUSD),Los Angeles Unified,600 South McCadden Pl.,John Burroughs Middle(LAUSD),600-john-burroughs-middle,,True,False, 95.0
733,733,LAUSD,600-john-burroughs-middle,600 S Mc Cadden Pl,323-549-5000,John Burroughs Middle School Gifted Magnet,"[('600 john burroughs middle', 90.0, '600-john-burroughs-middle')]",1314,John Burroughs Middle(LAUSD),Los Angeles Unified,600 South McCadden Pl.,John Burroughs Middle(LAUSD),600-john-burroughs-middle,,True,False, 90.0
734,734,LAUSD,7676-john-c-fremont-senior-high,7676 S San Pedro St,323-565-1200,John C Fremont Senior High,"[('7676 john c fremont senior high', 100.0, '7676-john-c-fremont-senior-high')]",1315,John C. Fremont Senior High(LAUSD),Los Angeles Unified,7676 South San Pedro St.,John C. Fremont Senior High(LAUSD),7676-john-c-fremont-senior-high,,True,False, 100.0
735,735,LAUSD,7676-john-c-fremont-senior-high,7676 S San Pedro St,323-565-1200,John C Fremont Senior High STEAM Magnet,"[('7676 john c fremont senior high', 95.0, '7676-john-c-fremont-senior-high')]",1315,John C. Fremont Senior High(LAUSD),Los Angeles Unified,7676 South San Pedro St.,John C. Fremont Senior High(LAUSD),7676-john-c-fremont-senior-high,,True,False, 95.0
736,736,LAUSD,11254-john-f-kennedy-high,11254 Gothic Ave,818-271-2900,John F Kennedy Senior High,"[('11254 john f kennedy high', 95.0, '11254-john-f-kennedy-high')]",1316,John F. Kennedy High(LAUSD),Los Angeles Unified,11254 Gothic Ave.,John F. Kennedy High(LAUSD),11254-john-f-kennedy-high,,True,False, 95.0
737,737,LAUSD,,11254 Gothic Ave,818-271-2900,John F Kennedy Senior High Archtctre/Dgtl Dsgn/Filmmakng Mag,[],0,John F Kennedy Senior High Archtctre/Dgtl Dsgn/Filmmakng Mag (LAUSD),,,,,LAUSD,True,False,
738,738,LAUSD,,11254 Gothic Ave,818-271-2900,John F Kennedy Senior High Gifted Medical Magnet,[],0,John F Kennedy Senior High Gifted Medical Magnet (LAUSD),,,,,LAUSD,True,False,
739,739,LAUSD,,11254 Gothic Ave,818-271-2900,John F Kennedy Senior High Global Lead/Env Action Magnet,[],0,John F Kennedy Senior High Global Lead/Env Action Magnet (LAUSD),,,,,LAUSD,True,False,
740,740,LAUSD,12431-john-h-francis-polytechnic,12431 Roscoe Blvd,818-394-3600,John H Francis Polytechnic Senior High,"[('12431 john h francis polytechnic', 95.0, '12431-john-h-francis-polytechnic')]",1317,John H. Francis Polytechnic(LAUSD),Los Angeles Unified,12431 Roscoe Blvd.,John H. Francis Polytechnic(LAUSD),12431-john-h-francis-polytechnic,,True,False, 95.0
741,741,LAUSD,12431-john-h-francis-polytechnic,12431 Roscoe Blvd,818-394-3600,John H Francis Polytechnic SH Sci/Tech/Math Magnet,"[('12431 john h francis polytechnic', 90.0, '12431-john-h-francis-polytechnic')]",1317,John H. Francis Polytechnic(LAUSD),Los Angeles Unified,12431 Roscoe Blvd.,John H. Francis Polytechnic(LAUSD),12431-john-h-francis-polytechnic,,True,False, 90.0
742,742,LAUSD,650-john-h-liechty-middle,650 S Union Ave,213-989-1200,John H Liechty Middle School,"[('650 john h liechty middle', 95.0, '650-john-h-liechty-middle')]",1318,John H. Liechty Middle(LAUSD),Los Angeles Unified,650 South Union Ave.,John H. Liechty Middle(LAUSD),650-john-h-liechty-middle,,True,False, 95.0
743,743,LAUSD,7840-john-hope-continuation,7840 Towne Ave,323-565-1292,John Hope Continuation High,"[('7840 john hope continuation', 95.0, '7840-john-hope-continuation')]",1319,John Hope Continuation(LAUSD),Los Angeles Unified,7840 Towne Ave.,John Hope Continuation(LAUSD),7840-john-hope-continuation,,True,False, 95.0
744,744,LAUSD,3939-john-marshall-senior-high,3939 Tracy St,323-671-1400,John Marshall Senior High,"[('3939 john marshall senior high', 100.0, '3939-john-marshall-senior-high')]",1766,John Marshall Senior High(LAUSD),Los Angeles Unified,3939 Tracy St.,John Marshall Senior High(LAUSD),3939-john-marshall-senior-high,,True,False, 100.0
745,745,LAUSD,3939-john-marshall-senior-high,3939 Tracy St,323-671-1193,John Marshall Senior High Gifted Magnet,"[('3939 john marshall senior high', 95.0, '3939-john-marshall-senior-high')]",1766,John Marshall Senior High(LAUSD),Los Angeles Unified,3939 Tracy St.,John Marshall Senior High(LAUSD),3939-john-marshall-senior-high,,True,False, 95.0
746,746,LAUSD,5929-john-muir-middle,5929 S Vermont Ave,323-565-2200,John Muir Middle School,"[('5929 john muir middle', 95.0, '5929-john-muir-middle')]",1767,John Muir Middle(LAUSD),Los Angeles Unified,5929 South Vermont Ave.,John Muir Middle(LAUSD),5929-john-muir-middle,,True,False, 95.0
747,747,LAUSD,5929-john-muir-middle,5929 S Vermont Ave,323-565-2200,John Muir Middle School Science/Tech/Math Magnet,"[('5929 john muir middle', 90.0, '5929-john-muir-middle')]",1767,John Muir Middle(LAUSD),Los Angeles Unified,5929 South Vermont Ave.,John Muir Middle(LAUSD),5929-john-muir-middle,,True,False, 90.0
748,748,LAUSD,18741-john-r-wooden-high,18741 Elkwood St,818-345-0203,John R Wooden High School,"[('18741 john r wooden high', 95.0, '18741-john-r-wooden-high')]",1768,John R. Wooden High(LAUSD),Los Angeles Unified,18741 Elkwood St.,John R. Wooden High(LAUSD),18741-john-r-wooden-high,,True,False, 95.0
749,749,LAUSD,3020-john-w-mack-elementary,3020 S Catalina St,323-730-7620,John W Mack Elementary,"[('3020 john w mack elementary', 100.0, '3020-john-w-mack-elementary')]",1549,John W. Mack Elementary(LAUSD),Los Angeles Unified,3020 South Catalina St.,John W. Mack Elementary(LAUSD),3020-john-w-mack-elementary,,True,False, 100.0
750,750,LAUSD,3020-john-w-mack-elementary,3020 S Catalina St,323-730-7620,John W Mack Elementary DL Two-Way Im Spanish,"[('3020 john w mack elementary', 90.0, '3020-john-w-mack-elementary')]",1549,John W. Mack Elementary(LAUSD),Los Angeles Unified,3020 South Catalina St.,John W. Mack Elementary(LAUSD),3020-john-w-mack-elementary,,True,False, 90.0
751,751,LAUSD,"4066-johnnie-cochran,-jr,-middle",4066 W Johnnie Cochran Vista,323-730-4300,Johnnie L Cochran Jr Middle School,"[('4066 johnnie cochran  jr  middle', 95.0, '4066-johnnie-cochran,-jr,-middle')]",1550,"Johnnie Cochran, Jr., Middle(LAUSD)",Los Angeles Unified,4066 West Johnnie Cochran Vista,"Johnnie Cochran, Jr., Middle(LAUSD)","4066-johnnie-cochran,-jr,-middle",,True,False, 95.0
752,752,LAUSD,1316-joseph-le-conte-middle,1316 N Bronson Ave,323-308-1700,Joseph Le Conte Middle School,"[('1316 joseph le conte middle', 95.0, '1316-joseph-le-conte-middle')]",1551,Joseph Le Conte Middle(LAUSD),Los Angeles Unified,1316 North Bronson Ave.,Joseph Le Conte Middle(LAUSD),1316-joseph-le-conte-middle,,True,False, 95.0
753,753,LAUSD,1316-joseph-le-conte-middle,1316 N Bronson Ave,323-308-1700,Joseph Le Conte Middle School CES Communication & Arts Mag,"[('1316 joseph le conte middle', 90.0, '1316-joseph-le-conte-middle')]",1551,Joseph Le Conte Middle(LAUSD),Los Angeles Unified,1316 North Bronson Ave.,Joseph Le Conte Middle(LAUSD),1316-joseph-le-conte-middle,,True,False, 90.0
754,754,LAUSD,1316-joseph-le-conte-middle,1316 N Bronson Ave,323-308-1700,Joseph Le Conte Middle School Hlth/Eng/Applied Sci/Tech Mag,"[('1316 joseph le conte middle', 90.0, '1316-joseph-le-conte-middle')]",1551,Joseph Le Conte Middle(LAUSD),Los Angeles Unified,1316 North Bronson Ave.,Joseph Le Conte Middle(LAUSD),1316-joseph-le-conte-middle,,True,False, 90.0
755,755,LAUSD,2302-joseph-pomeroy-widney-career-preparatory-and-transition-center,2302 S Gramercy Pl,323-731-8633,Joseph Pomeroy Widney Career Preparatory & Transition Center,"[('2302 joseph pomeroy widney career preparatory and transition center', 96.96969696969697, '2302-joseph-pomeroy-widney-career-preparatory-and-transition-center')]",1552,Joseph Pomeroy Widney Career Preparatory and Transition Center(LAUSD),Los Angeles Unified,2302 South Gramercy Pl.,Joseph Pomeroy Widney Career Preparatory and Transition Center(LAUSD),2302-joseph-pomeroy-widney-career-preparatory-and-transition-center,,True,False, 96.96969696969697
756,756,LAUSD,,1536 E 89th St,323-826-3560,Judith F Baca Arts Acad DL Two-Way Im Spanish,[],0,Judith F Baca Arts Acad DL Two-Way Im Spanish (LAUSD),,,,,LAUSD,True,False,
757,757,LAUSD,1536-judith-f-baca-arts-academy,1536 E 89th St,323-826-3560,Judith F Baca Arts Academy,"[('1536 judith f baca arts academy', 100.0, '1536-judith-f-baca-arts-academy')]",1553,Judith F. Baca Arts Academy(LAUSD),Los Angeles Unified,1536 East 89th St.,Judith F. Baca Arts Academy(LAUSD),1536-judith-f-baca-arts-academy,,True,False, 100.0
758,758,LAUSD,7650-julie-korenstein-elementary,7650 Ben Ave,818-255-4140,Julie Korenstein Elementary,"[('7650 julie korenstein elementary', 100.0, '7650-julie-korenstein-elementary')]",1555,Julie Korenstein Elementary(LAUSD),Los Angeles Unified,7650 Ben Ave.,Julie Korenstein Elementary(LAUSD),7650-julie-korenstein-elementary,,True,False, 100.0
759,759,LAUSD,23350-justice-street-academy-charter,23350 Justice St,818-346-4388,Justice Street Academy Charter,"[('23350 justice street academy charter', 100.0, '23350-justice-street-academy-charter')]",1599,Justice Street Academy Charter(LAUSD),Los Angeles Unified,23350 Justice St.,Justice Street Academy Charter(LAUSD),23350-justice-street-academy-charter,,True,False, 100.0
760,760,LAUSD,8701-katherine-johnson-stem-academy,8701 Parkhill Dr,323-673-1230,Katherine Johnson STEM Academy,"[('8701 katherine johnson stem academy', 100.0, '8701-katherine-johnson-stem-academy')]",1601,Katherine Johnson STEM Academy(LAUSD),Los Angeles Unified,8701 Parkhill Dr.,Katherine Johnson STEM Academy(LAUSD),8701-katherine-johnson-stem-academy,,True,False, 100.0
761,761,LAUSD,645-kenter-canyon-elementary-charter,645 N Kenter Ave,310-472-5918,Kenter Canyon Elementary Charter,"[('645 kenter canyon elementary charter', 100.0, '645-kenter-canyon-elementary-charter')]",1603,Kenter Canyon Elementary Charter(LAUSD),Los Angeles Unified,645 North Kenter Ave.,Kenter Canyon Elementary Charter(LAUSD),645-kenter-canyon-elementary-charter,,True,False, 100.0
762,762,LAUSD,8401-kentwood-elementary,8401 Emerson Ave,310-670-8977,Kentwood Elementary,"[('8401 kentwood elementary', 100.0, '8401-kentwood-elementary')]",1604,Kentwood Elementary(LAUSD),Los Angeles Unified,8401 Emerson Ave.,Kentwood Elementary(LAUSD),8401-kentwood-elementary,,True,False, 100.0
763,763,LAUSD,5353-kester-avenue-elementary,5353 Kester Ave,818-787-6751,Kester Avenue Elementary,"[('5353 kester avenue elementary', 100.0, '5353-kester-avenue-elementary')]",1605,Kester Avenue Elementary(LAUSD),Los Angeles Unified,5353 Kester Ave.,Kester Avenue Elementary(LAUSD),5353-kester-avenue-elementary,,True,False, 100.0
764,764,LAUSD,5353-kester-avenue-elementary,5353 Kester Ave,818-787-6751,Kester Avenue Elementary Gifted Magnet,"[('5353 kester avenue elementary', 95.0, '5353-kester-avenue-elementary')]",1605,Kester Avenue Elementary(LAUSD),Los Angeles Unified,5353 Kester Ave.,Kester Avenue Elementary(LAUSD),5353-kester-avenue-elementary,,True,False, 95.0
765,765,LAUSD,,1601 E 120th St,323-566-0420,King-Drew Senior High Medicine and Science Magnet,[],0,King-Drew Senior High Medicine and Science Magnet (LAUSD),,,,,LAUSD,True,False,
766,766,LAUSD,5200-kingsley-elementary,5200 W Virginia Ave,323-644-7700,Kingsley Elementary DL Two-Way Im Spanish,"[('5200 kingsley elementary', 90.0, '5200-kingsley-elementary')]",2033,Kingsley Elementary(LAUSD),Los Angeles Unified,5200 West Virginia Ave.,Kingsley Elementary(LAUSD),5200-kingsley-elementary,,True,False, 90.0
767,767,LAUSD,5200-kingsley-elementary,5200 W Virginia Ave,323-644-7700,Kingsley Elementary School,"[('5200 kingsley elementary', 95.0, '5200-kingsley-elementary')]",2033,Kingsley Elementary(LAUSD),Los Angeles Unified,5200 West Virginia Ave.,Kingsley Elementary(LAUSD),5200-kingsley-elementary,,True,False, 95.0
768,768,LAUSD,13619-kittridge-street-elementary,13619 Kittridge St,818-786-7926,Kittridge Street Elementary,"[('13619 kittridge street elementary', 100.0, '13619-kittridge-street-elementary')]",1699,Kittridge Street Elementary(LAUSD),Los Angeles Unified,13619 Kittridge St.,Kittridge Street Elementary(LAUSD),13619-kittridge-street-elementary,,True,False, 100.0
