,district,name,address,city,phone,email,original_name
714,LAUSD,james-a-garfield-senior-high-computer-science-magnet-5101-e-6th-st-lausd,5101 E 6th St,Los Angeles,323-981-5500,,James A Garfield Senior High Computer Science Magnet
715,LAUSD,james-j-mcbride-special-education-center-3960-centinela-ave-lausd,3960 Centinela Ave,Los Angeles,310-391-0568,No Data,James J McBride Special Education Center
716,LAUSD,james-madison-middle-school-13000-hart-st-lausd,13000 Hart St,North Hollywood,818-255-5200,No Data,James Madison Middle School
717,LAUSD,james-madison-middle-school-comp-sci/eng-design-magnet-13000-hart-st-lausd,13000 Hart St,North Hollywood,818-255-5200,,James Madison Middle School Comp Sci/Eng Design Magnet
718,LAUSD,james-madison-middle-school-medical/math/science-magnet-13000-hart-st-lausd,13000 Hart St,North Hollywood,818-255-5200,,James Madison Middle School Medical/Math/Science Magnet
719,LAUSD,james-monroe-senior-high-9229-haskell-ave-lausd,9229 Haskell Ave,North Hills,818-830-4200,No Data,James Monroe Senior High
720,LAUSD,james-monroe-senior-high-firefighter-academy-magnet-9229-haskell-ave-lausd,9229 Haskell Ave,North Hills,818-830-4200,,James Monroe Senior High Firefighter Academy Magnet
721,LAUSD,james-monroe-senior-high-law/government-magnet-9229-haskell-ave-lausd,9229 Haskell Ave,North Hills,818-830-4249,,James Monroe Senior High Law/Government Magnet
722,LAUSD,james-monroe-senior-high-police-academy-magnet-9229-haskell-ave-lausd,9229 Haskell Ave,North Hills,818-830-4200,,James Monroe Senior High Police Academy Magnet
723,LAUSD,james-monroe-senior-high-police-orientation-&-prep-prog-olc-9229-haskell-ave-lausd,9229 Haskell Ave,North Hills,818-830-4200,,James Monroe Senior High Police Orientation & Prep Prog OLC
724,LAUSD,jane-addams-continuation-high-16341-donmetz-st-lausd,16341 Donmetz St,Granada Hills,818-271-2946,No Data,Jane Addams Continuation High
725,LAUSD,joaquin-miller-career-and-transition-center-8218-vanalden-ave-lausd,8218 Vanalden Ave,Reseda,818-885-1646,No Data,Joaquin Miller Career and Transition Center
726,LAUSD,john-a-sutter-middle-school-7330-winnetka-ave-lausd,7330 Winnetka Ave,Winnetka,818-773-5800,No Data,John A Sutter Middle School
727,LAUSD,john-a-sutter-middle-school-steam-magnet-7330-winnetka-ave-lausd,7330 Winnetka Ave,Winnetka,818-773-5800,No Data,John A Sutter Middle School STEAM Magnet
728,LAUSD,john-adams-middle-school-151-w-30th-st-lausd,151 W 30th St,Los Angeles,213-745-3700,No Data,John Adams Middle School
729,LAUSD,john-adams-middle-school-gifted-magnet-151-w-30th-st-lausd,151 W 30th St,Los Angeles,213-745-3700,No Data,John Adams Middle School Gifted Magnet
730,LAUSD,john-b-monlux-elementary-6051-bellaire-ave-lausd,6051 Bellaire Ave,North Hollywood,818-763-4693,No Data,John B Monlux Elementary
731,LAUSD,john-b-monlux-elementary-science/tech/math-magnet-6051-bellaire-ave-lausd,6051 Bellaire Ave,North Hollywood,818-763-5071,No Data,John B Monlux Elementary Science/Tech/Math Magnet
732,LAUSD,john-burroughs-middle-school-600-s-mc-cadden-pl-lausd,600 S Mc Cadden Pl,Los Angeles,323-549-5000,No Data,John Burroughs Middle School
733,LAUSD,john-burroughs-middle-school-gifted-magnet-600-s-mc-cadden-pl-lausd,600 S Mc Cadden Pl,Los Angeles,323-549-5000,,John Burroughs Middle School Gifted Magnet
734,LAUSD,john-c-fremont-senior-high-7676-s-san-pedro-st-lausd,7676 S San Pedro St,Los Angeles,323-565-1200,No Data,John C Fremont Senior High
735,LAUSD,john-c-fremont-senior-high-steam-magnet-7676-s-san-pedro-st-lausd,7676 S San Pedro St,Los Angeles,323-565-1200,No Data,John C Fremont Senior High STEAM Magnet
736,LAUSD,john-f-kennedy-senior-high-11254-gothic-ave-lausd,11254 Gothic Ave,Granada Hills,818-271-2900,No Data,John F Kennedy Senior High
737,LAUSD,john-f-kennedy-senior-high-archtctre/dgtl-dsgn/filmmakng-mag-11254-gothic-ave-lausd,11254 Gothic Ave,Granada Hills,818-271-2900,,John F Kennedy Senior High Archtctre/Dgtl Dsgn/Filmmakng Mag
738,LAUSD,john-f-kennedy-senior-high-gifted-medical-magnet-11254-gothic-ave-lausd,11254 Gothic Ave,Granada Hills,818-271-2900,,John F Kennedy Senior High Gifted Medical Magnet
739,LAUSD,john-f-kennedy-senior-high-global-lead/env-action-magnet-11254-gothic-ave-lausd,11254 Gothic Ave,Granada Hills,818-271-2900,,John F Kennedy Senior High Global Lead/Env Action Magnet
740,LAUSD,john-h-francis-polytechnic-senior-high-12431-roscoe-blvd-lausd,12431 Roscoe Blvd,Sun Valley,818-394-3600,No Data,John H Francis Polytechnic Senior High
741,LAUSD,john-h-francis-polytechnic-sh-sci/tech/math-magnet-12431-roscoe-blvd-lausd,12431 Roscoe Blvd,Sun Valley,818-394-3600,No Data,John H Francis Polytechnic SH Sci/Tech/Math Magnet
742,LAUSD,john-h-liechty-middle-school-650-s-union-ave-lausd,650 S Union Ave,Los Angeles,213-989-1200,No Data,John H Liechty Middle School
743,LAUSD,john-hope-continuation-high-7840-towne-ave-lausd,7840 Towne Ave,Los Angeles,323-565-1292,No Data,John Hope Continuation High
744,LAUSD,john-marshall-senior-high-3939-tracy-st-lausd,3939 Tracy St,Los Angeles,323-671-1400,No Data,John Marshall Senior High
745,LAUSD,john-marshall-senior-high-gifted-magnet-3939-tracy-st-lausd,3939 Tracy St,Los Angeles,323-671-1193,No Data,John Marshall Senior High Gifted Magnet
746,LAUSD,john-muir-middle-school-5929-s-vermont-ave-lausd,5929 S Vermont Ave,Los Angeles,323-565-2200,No Data,John Muir Middle School
747,LAUSD,john-muir-middle-school-science/tech/math-magnet-5929-s-vermont-ave-lausd,5929 S Vermont Ave,Los Angeles,323-565-2200,,John Muir Middle School Science/Tech/Math Magnet
748,LAUSD,john-r-wooden-high-school-18741-elkwood-st-lausd,18741 Elkwood St,Reseda,818-345-0203,No Data,John R Wooden High School
749,LAUSD,john-w-mack-elementary-3020-s-catalina-st-lausd,3020 S Catalina St,Los Angeles,323-730-7620,No Data,John W Mack Elementary
750,LAUSD,john-w-mack-elementary-dl-two-way-im-spanish-3020-s-catalina-st-lausd,3020 S Catalina St,Los Angeles,323-730-7620,No Data,John W Mack Elementary DL Two-Way Im Spanish
751,LAUSD,johnnie-l-cochran-jr-middle-school-4066-w-johnnie-cochran-vista-lausd,4066 W Johnnie Cochran Vista,Los Angeles,323-730-4300,No Data,Johnnie L Cochran Jr Middle School
752,LAUSD,joseph-le-conte-middle-school-1316-n-bronson-ave-lausd,1316 N Bronson Ave,Hollywood,323-308-1700,No Data,Joseph Le Conte Middle School
753,LAUSD,joseph-le-conte-middle-school-ces-communication-&-arts-mag-1316-n-bronson-ave-lausd,1316 N Bronson Ave,Hollywood,323-308-1700,,Joseph Le Conte Middle School CES Communication & Arts Mag
754,LAUSD,joseph-le-conte-middle-school-hlth/eng/applied-sci/tech-mag-1316-n-bronson-ave-lausd,1316 N Bronson Ave,Hollywood,323-308-1700,,Joseph Le Conte Middle School Hlth/Eng/Applied Sci/Tech Mag
755,LAUSD,joseph-pomeroy-widney-career-preparatory-&-transition-center-2302-s-gramercy-pl-lausd,2302 S Gramercy Pl,Los Angeles,323-731-8633,No Data,Joseph Pomeroy Widney Career Preparatory & Transition Center
756,LAUSD,judith-f-baca-arts-acad-dl-two-way-im-spanish-1536-e-89th-st-lausd,1536 E 89th St,Los Angeles,323-826-3560,,Judith F Baca Arts Acad DL Two-Way Im Spanish
757,LAUSD,judith-f-baca-arts-academy-1536-e-89th-st-lausd,1536 E 89th St,Los Angeles,323-826-3560,No Data,Judith F Baca Arts Academy
758,LAUSD,julie-korenstein-elementary-7650-ben-ave-lausd,7650 Ben Ave,North Hollywood,818-255-4140,No Data,Julie Korenstein Elementary
759,LAUSD,justice-street-academy-charter-23350-justice-st-lausd,23350 Justice St,West Hills,818-346-4388,No Data,Justice Street Academy Charter
760,LAUSD,katherine-johnson-stem-academy-8701-parkhill-dr-lausd,8701 Parkhill Dr,Los Angeles,323-673-1230,No Data,Katherine Johnson STEM Academy
761,LAUSD,kenter-canyon-elementary-charter-645-n-kenter-ave-lausd,645 N Kenter Ave,Los Angeles,310-472-5918,No Data,Kenter Canyon Elementary Charter
762,LAUSD,kentwood-elementary-8401-emerson-ave-lausd,8401 Emerson Ave,Los Angeles,310-670-8977,No Data,Kentwood Elementary
763,LAUSD,kester-avenue-elementary-5353-kester-ave-lausd,5353 Kester Ave,Van Nuys,818-787-6751,No Data,Kester Avenue Elementary
764,LAUSD,kester-avenue-elementary-gifted-magnet-5353-kester-ave-lausd,5353 Kester Ave,Van Nuys,818-787-6751,No Data,Kester Avenue Elementary Gifted Magnet
765,LAUSD,king-drew-senior-high-medicine-and-science-magnet-1601-e-120th-st-lausd,1601 E 120th St,Los Angeles,323-566-0420,,King-Drew Senior High Medicine and Science Magnet
766,LAUSD,kingsley-elementary-dl-two-way-im-spanish-5200-w-virginia-ave-lausd,5200 W Virginia Ave,Los Angeles,323-644-7700,No Data,Kingsley Elementary DL Two-Way Im Spanish
767,LAUSD,kingsley-elementary-school-5200-w-virginia-ave-lausd,5200 W Virginia Ave,Los Angeles,323-644-7700,No Data,Kingsley Elementary School
768,LAUSD,kittridge-street-elementary-13619-kittridge-st-lausd,13619 Kittridge St,Van Nuys,818-786-7926,No Data,Kittridge Street Elementary
769,LAUSD,kittridge-street-elementary-dl-two-way-im-armenian-13619-kittridge-st-lausd,13619 Kittridge St,Van Nuys,818-786-7926,No Data,Kittridge Street Elementary DL Two-Way Im Armenian
770,LAUSD,kittridge-street-elementary-dl-two-way-im-spanish-13619-kittridge-st-lausd,13619 Kittridge St,Van Nuys,818-786-7926,No Data,Kittridge Street Elementary DL Two-Way Im Spanish
771,LAUSD,knollwood-preparatory-academy-11822-gerald-ave-lausd,11822 Gerald Ave,Granada Hills,818-363-9558,No Data,Knollwood Preparatory Academy
772,LAUSD,la-salle-avenue-elementary-8715-la-salle-ave-lausd,8715 La Salle Ave,Los Angeles,323-759-1161,No Data,La Salle Avenue Elementary
773,LAUSD,la-salle-avenue-elementary-dl-two-way-im-spanish-8715-la-salle-ave-lausd,8715 La Salle Ave,Los Angeles,323-759-1161,No Data,La Salle Avenue Elementary DL Two-Way Im Spanish
774,LAUSD,lafayette-park-primary-center-310-s-la-fayette-park-pl-lausd,310 S La Fayette Park Pl,Los Angeles,213-380-5039,No Data,Lafayette Park Primary Center
775,LAUSD,lake-balboa-college-preparatory-magnet-k-12-6701-balboa-blvd-lausd,6701 Balboa Blvd,Lake Balboa,818-342-6133,No Data,Lake Balboa College Preparatory Magnet K-12
776,LAUSD,lake-street-primary-school-135-n-lake-st-lausd,135 N Lake St,Los Angeles,213-413-3305,No Data,Lake Street Primary School
777,LAUSD,lanai-road-elementary-4241-lanai-rd-lausd,4241 Lanai Rd,Encino,818-788-1590,No Data,Lanai Road Elementary
778,LAUSD,langdon-avenue-elementary-8817-langdon-ave-lausd,8817 Langdon Ave,North Hills,818-892-0779,No Data,Langdon Avenue Elementary
779,LAUSD,lankershim-elementary-5250-bakman-ave-lausd,5250 Bakman Ave,North Hollywood,818-769-3130,No Data,Lankershim Elementary
780,LAUSD,lassen-elementary-15017-superior-st-lausd,15017 Superior St,North Hills,818-892-8618,No Data,Lassen Elementary
781,LAUSD,lassen-elementary-dl-two-way-im-spanish-15017-superior-st-lausd,15017 Superior St,North Hills,818-892-8618,,Lassen Elementary DL Two-Way Im Spanish
782,LAUSD,latona-avenue-elementary-4312-berenice-ave-lausd,4312 Berenice Ave,Los Angeles,323-221-5148,No Data,Latona Avenue Elementary
783,LAUSD,latona-avenue-elementary-dl-two-way-im-spanish-4312-berenice-ave-lausd,4312 Berenice Ave,Los Angeles,323-221-5148,No Data,Latona Avenue Elementary DL Two-Way Im Spanish
784,LAUSD,laurel-cinematic-arts-creative-tech-magnet-925-n-hayworth-ave-lausd,925 N Hayworth Ave,Los Angeles,323-654-1930,,Laurel Cinematic Arts Creative Tech Magnet
785,LAUSD,lausd/usc-media-arts/engineering-magnet-822-w-32nd-st-lausd,822 W 32nd St,Los Angeles,213-749-7179,,LAUSD/USC Media Arts/Engineering Magnet
786,LAUSD,leapwood-elementary-19302-leapwood-ave-lausd,19302 Leapwood Ave,Carson,310-327-8245,No Data,Leapwood Elementary
787,LAUSD,legacy-senior-high-sci-tech-engineering-arts-math-5225-tweedy-blvd-lausd,5225 Tweedy Blvd,South Gate,323-357-7540,,Legacy Senior High Sci Tech Engineering Arts Math
788,LAUSD,legacy-senior-high-visual-and-performing-arts-5225-tweedy-blvd-lausd,5225 Tweedy Blvd,South Gate,323-357-7531,No Data,Legacy Senior High Visual and Performing Arts
789,LAUSD,leland-street-elementary-2120-s-leland-st-lausd,2120 S Leland St,San Pedro,310-832-0505,No Data,Leland Street Elementary
790,LAUSD,leland-street-elementary-global-awareness-magnet-2120-s-leland-st-lausd,2120 S Leland St,San Pedro,310-832-0505,No Data,Leland Street Elementary Global Awareness Magnet
791,LAUSD,lemay-street-elementary-17520-vanowen-st-lausd,17520 Vanowen St,Lake Balboa,818-343-4696,No Data,Lemay Street Elementary
792,LAUSD,lenicia-b-weemes-elementary-1260-w-36th-pl-lausd,1260 W 36th Pl,Los Angeles,323-733-9186,No Data,Lenicia B Weemes Elementary
793,LAUSD,leo-politi-elementary-2481-w-11th-st-lausd,2481 W 11th St,Los Angeles,213-480-1244,No Data,Leo Politi Elementary
794,LAUSD,lexington-avenue-primary-center-4564-w-lexington-ave-lausd,4564 W Lexington Ave,Los Angeles,323-644-2884,No Data,Lexington Avenue Primary Center
795,LAUSD,liberty-boulevard-elementary-2728-liberty-blvd-lausd,2728 Liberty Blvd,South Gate,323-583-4196,No Data,Liberty Boulevard Elementary
796,LAUSD,liggett-street-elementary-9373-moonbeam-ave-lausd,9373 Moonbeam Ave,Panorama City,818-892-4388,No Data,Liggett Street Elementary
797,LAUSD,lillian-street-elementary-5909-lillian-st-lausd,5909 Lillian St,Los Angeles,323-582-0705,No Data,Lillian Street Elementary
798,LAUSD,limerick-avenue-elementary-8530-limerick-ave-lausd,8530 Limerick Ave,Winnetka,818-341-1730,No Data,Limerick Avenue Elementary
799,LAUSD,limerick-avenue-elementary-dl-two-way-im-spanish-8530-limerick-ave-lausd,8530 Limerick Ave,Winnetka,818-341-1730,No Data,Limerick Avenue Elementary DL Two-Way Im Spanish
800,LAUSD,lincoln-esp-magnet-3501-n-broadway-lausd,3501 N Broadway,Los Angeles,323-441-4600,No Data,Lincoln ESP Magnet
801,LAUSD,linda-esperanza-marquez-senior-high-hpiam-6361-cottage-st-lausd,6361 Cottage St,Huntington Park,323-584-3800,,Linda Esperanza Marquez Senior High HPIAM
802,LAUSD,linda-esperanza-marquez-senior-high-libra-academy-6361-cottage-st-lausd,6361 Cottage St,Huntington Park,323-584-3800,No Data,Linda Esperanza Marquez Senior High Libra Academy
803,LAUSD,linda-esperanza-marquez-senior-high-social-justice-6361-cottage-st-lausd,6361 Cottage St,Huntington Park,323-584-3800,No Data,Linda Esperanza Marquez Senior High Social Justice
804,LAUSD,lockhurst-drive-charter-elementary-6170-lockhurst-dr-lausd,6170 Lockhurst Dr,Woodland Hills,818-888-5280,No Data,Lockhurst Drive Charter Elementary
805,LAUSD,lockwood-avenue-elementary-4345-lockwood-ave-lausd,4345 Lockwood Ave,Los Angeles,323-662-2101,No Data,Lockwood Avenue Elementary
806,LAUSD,logan-academy-globl-ecol-two-way-im-spanish-1711-w-montana-st-lausd,1711 W Montana St,Los Angeles,213-413-6353,,Logan Academy Globl Ecol Two-Way Im Spanish
807,LAUSD,logan-academy-of-global-ecology-1711-w-montana-st-lausd,1711 W Montana St,Los Angeles,213-413-6353,No Data,Logan Academy of Global Ecology
808,LAUSD,loma-vista-elementary-3629-e-58th-st-lausd,3629 E 58th St,Maywood,323-582-6153,No Data,Loma Vista Elementary
809,LAUSD,loma-vista-elementary-dl-two-way-im-spanish-3629-e-58th-st-lausd,3629 E 58th St,Maywood,323-582-6153,No Data,Loma Vista Elementary DL Two-Way Im Spanish
810,LAUSD,lomita-elementary-math/science/technology-magnet-2211-247th-st-lausd,2211 247th St,Lomita,310-784-6700,No Data,Lomita Elementary Math/Science/Technology Magnet
811,LAUSD,loren-miller-elementary-830-w-77th-st-lausd,830 W 77th St,Los Angeles,323-753-4445,No Data,Loren Miller Elementary
812,LAUSD,lorena-street-elementary-1015-s-lorena-st-lausd,1015 S Lorena St,Los Angeles,323-268-1128,No Data,Lorena Street Elementary
813,LAUSD,lorena-street-elementary-dl-two-way-im-spanish-1015-s-lorena-st-lausd,1015 S Lorena St,Los Angeles,323-268-1128,No Data,Lorena Street Elementary DL Two-Way Im Spanish
814,LAUSD,loreto-street-elementary-3408-arroyo-seco-ave-lausd,3408 Arroyo Seco Ave,Los Angeles,323-222-5176,No Data,Loreto Street Elementary
815,LAUSD,loreto-street-elementary-dl-two-way-im-spanish-3408-arroyo-seco-ave-lausd,3408 Arroyo Seco Ave,Los Angeles,323-222-5176,No Data,Loreto Street Elementary DL Two-Way Im Spanish
816,LAUSD,lorne-street-elementary-17440-lorne-st-lausd,17440 Lorne St,Northridge,818-342-3123,No Data,Lorne Street Elementary
817,LAUSD,lorne-street-elementary-science/tech/math-magnet-17440-lorne-st-lausd,17440 Lorne St,Northridge,818-344-7556,,Lorne Street Elementary Science/Tech/Math Magnet
818,LAUSD,los-angeles-academy-middle-school-644-e-56th-st-lausd,644 E 56th St,Los Angeles,323-238-1800,No Data,Los Angeles Academy Middle School
819,LAUSD,los-angeles-academy-middle-school-steam-magnet-644-e-56th-st-lausd,644 E 56th St,Los Angeles,323-238-1800,No Data,Los Angeles Academy Middle School STEAM Magnet
820,LAUSD,los-angeles-center-for-enriched-studies-(laces)-magnet-5931-w-18th-st-lausd,5931 W 18th St,Los Angeles,323-549-5900,No Data,Los Angeles Center for Enriched Studies (LACES) Magnet
821,LAUSD,los-angeles-elementary-1211-s-hobart-blvd-lausd,1211 S Hobart Blvd,Los Angeles,323-734-8233,No Data,Los Angeles Elementary
822,LAUSD,los-angeles-senior-high-4650-w-olympic-blvd-lausd,4650 W Olympic Blvd,Los Angeles,323-900-2700,No Data,Los Angeles Senior High
823,LAUSD,los-angeles-senior-high-steam-magnet-4650-w-olympic-blvd-lausd,4650 W Olympic Blvd,Los Angeles,323-900-2700,No Data,Los Angeles Senior High STEAM Magnet
824,LAUSD,los-feliz-science/tech/engineer/math/medicine-magnet-1740-n-new-hampshire-ave-lausd,1740 N New Hampshire Ave,Los Angeles,323-663-0674,No Data,Los Feliz Science/Tech/Engineer/Math/Medicine Magnet
825,LAUSD,lovelia-p-flournoy-elementary-1630-e-111th-st-lausd,1630 E 111th St,Los Angeles,323-564-2545,No Data,Lovelia P Flournoy Elementary
826,LAUSD,lovelia-p-flournoy-elementary-steam-magnet-1630-e-111th-st-lausd,1630 E 111th St,Los Angeles,323-564-2545,No Data,Lovelia P Flournoy Elementary STEAM Magnet
827,LAUSD,loyola-village-elementary-fine/performing-arts-magnet-8821-villanova-ave-lausd,8821 Villanova Ave,Los Angeles,310-670-0480,No Data,Loyola Village Elementary Fine/Performing Arts Magnet
828,LAUSD,lucille-roybal-allard-elementary-3232-saturn-ave-lausd,3232 Saturn Ave,Huntington Park,323-826-1650,No Data,Lucille Roybal-Allard Elementary
829,LAUSD,lucille-roybal-allard-elementary-dl-two-way-im-spanish-3232-saturn-ave-lausd,3232 Saturn Ave,Huntington Park,323-826-1650,No Data,Lucille Roybal-Allard Elementary DL Two-Way Im Spanish
830,LAUSD,lucille-roybal-allard-elementary-dreams-magnet-3232-saturn-ave-lausd,3232 Saturn Ave,Huntington Park,323-826-1650,No Data,Lucille Roybal-Allard Elementary DREAMS Magnet
831,LAUSD,luther-burbank-middle-school-arts/technology/community-mag-6460-n-figueroa-st-lausd,6460 N Figueroa St,Los Angeles,323-340-4400,,Luther Burbank Middle School Arts/Technology/Community Mag
832,LAUSD,luther-burbank-middle-school-police-academy-magnet-6468-n-figueroa-st-lausd,6468 N Figueroa St,Los Angeles,323-340-4400,,Luther Burbank Middle School Police Academy Magnet
833,LAUSD,macarthur-park-elementary-visual-and-performing-arts-2300-w-7th-st-lausd,2300 W 7th St,Los Angeles,213-381-7217,No Data,MacArthur Park Elementary Visual and Performing Arts
834,LAUSD,macarthur-park-vpa-dl-two-way-im-spanish-2300-w-7th-st-lausd,2300 W 7th St,Los Angeles,213-381-7217,,Macarthur Park VPA DL Two-Way Im Spanish
835,LAUSD,madison-elementary-9820-madison-ave-lausd,9820 Madison Ave,South Gate,323-568-3900,No Data,Madison Elementary
836,LAUSD,madison-elementary-dl-two-way-im-spanish-9820-madison-ave-lausd,9820 Madison Ave,South Gate,323-568-3900,,Madison Elementary DL Two-Way Im Spanish
837,LAUSD,magnolia-avenue-elementary-1626-s-orchard-ave-lausd,1626 S Orchard Ave,Los Angeles,213-748-6281,No Data,Magnolia Avenue Elementary
838,LAUSD,magnolia-avenue-elementary-dl-one-&-two-way-im-spanish-1626-s-orchard-ave-lausd,1626 S Orchard Ave,Los Angeles,213-748-6281,No Data,Magnolia Avenue Elementary DL One & Two-Way Im Spanish
839,LAUSD,main-street-elementary-129-e-53rd-st-lausd,129 E 53rd St,Los Angeles,323-232-4856,No Data,Main Street Elementary
840,LAUSD,main-street-elementary-dl-two-way-im-spanish-129-e-53rd-st-lausd,129 E 53rd St,Los Angeles,323-232-4856,No Data,Main Street Elementary DL Two-Way Im Spanish
841,LAUSD,malabar-street-elementary-3200-e-malabar-st-lausd,3200 E Malabar St,Los Angeles,323-261-1103,No Data,Malabar Street Elementary
842,LAUSD,manchester-avenue-elementary-661-w-87th-st-lausd,661 W 87th St,Los Angeles,323-778-3472,No Data,Manchester Avenue Elementary
843,LAUSD,manchester-avenue-elementary-comm/broadcasting-magnet-661-w-87th-st-lausd,661 W 87th St,Los Angeles,323-778-3472,No Data,Manchester Avenue Elementary Comm/Broadcasting Magnet
844,LAUSD,manhattan-place-elementary-1850-w-96th-st-lausd,1850 W 96th St,Los Angeles,323-756-1308,No Data,Manhattan Place Elementary
845,LAUSD,manual-arts-senior-high-4131-s-vermont-ave-lausd,4131 S Vermont Ave,Los Angeles,323-846-7300,No Data,Manual Arts Senior High
846,LAUSD,manual-arts-senior-high-college-preparatory-magnet-4131-s-vermont-ave-lausd,4131 S Vermont Ave,Los Angeles,323-846-7300,No Data,Manual Arts Senior High College Preparatory Magnet
847,LAUSD,maple-pc-dl-two-way-im-spanish-3601-s-maple-ave-lausd,3601 S Maple Ave,Los Angeles,323-232-0984,,Maple PC DL Two-Way Im Spanish
848,LAUSD,maple-primary-center-3601-s-maple-ave-lausd,3601 S Maple Ave,Los Angeles,323-232-0984,No Data,Maple Primary Center
849,LAUSD,mar-vista-elementary-3330-granville-ave-lausd,3330 Granville Ave,Los Angeles,310-391-1175,No Data,Mar Vista Elementary
850,LAUSD,marguerite-poindexter-lamotte-elementary-4410-orchard-ave-lausd,4410 Orchard Ave,Los Angeles,323-235-8350,No Data,Marguerite Poindexter LaMotte Elementary
851,LAUSD,marianna-avenue-elementary-4215-e-gleason-st-lausd,4215 E Gleason St,Los Angeles,323-262-6382,No Data,Marianna Avenue Elementary
852,LAUSD,marianna-avenue-elementary-dl-two-way-im-spanish-4215-e-gleason-st-lausd,4215 E Gleason St,Los Angeles,323-262-6382,No Data,Marianna Avenue Elementary DL Two-Way Im Spanish
853,LAUSD,marina-del-rey-middle-school-12500-braddock-dr-lausd,12500 Braddock Dr,Los Angeles,310-578-2700,No Data,Marina Del Rey Middle School
854,LAUSD,marina-del-rey-middle-school-performing-arts-magnet-12500-braddock-dr-lausd,12500 Braddock Dr,Los Angeles,310-578-2700,,Marina Del Rey Middle School Performing Arts Magnet
855,LAUSD,mariposa-nabi-primary-center-987-s-mariposa-ave-lausd,987 S Mariposa Ave,Los Angeles,213-385-0241,No Data,Mariposa-Nabi Primary Center
856,LAUSD,mark-twain-middle-school-2224-walgrove-ave-lausd,2224 Walgrove Ave,Los Angeles,310-305-3100,No Data,Mark Twain Middle School
857,LAUSD,mark-twain-middle-school-world-languages-magnet-2224-walgrove-ave-lausd,2224 Walgrove Ave,Los Angeles,310-305-3100,,Mark Twain Middle School World Languages Magnet
858,LAUSD,marlton-school-4000-santo-tomas-dr-lausd,4000 Santo Tomas Dr,Los Angeles,323-296-7680,No Data,Marlton School
859,LAUSD,marquez-charter-16821-marquez-ave-lausd,16821 Marquez Ave,Pacific Palisades,310-454-4019,No Data,Marquez Charter
860,LAUSD,martha-escutia-primary-center-6401-bear-ave-lausd,6401 Bear Ave,Bell,323-585-8237,No Data,Martha Escutia Primary Center
861,LAUSD,martin-luther-king-jr-el-dl-two-way-im-spanish-3989-s-hobart-blvd-lausd,3989 S Hobart Blvd,Los Angeles,323-294-0031,,Martin Luther King Jr El DL Two-Way Im Spanish
862,LAUSD,martin-luther-king-jr-elementary-3989-s-hobart-blvd-lausd,3989 S Hobart Blvd,Los Angeles,323-294-0031,No Data,Martin Luther King Jr Elementary
863,LAUSD,marvin-elementary-2411-marvin-ave-lausd,2411 Marvin Ave,Los Angeles,323-938-3608,No Data,Marvin Elementary
864,LAUSD,marvin-elementary-language-magnet-2411-marvin-ave-lausd,2411 Marvin Ave,Los Angeles,323-934-2217,No Data,Marvin Elementary Language Magnet
865,LAUSD,mary-mcleod-bethune-middle-school-155-w-69th-st-lausd,155 W 69th St,Los Angeles,323-541-1800,No Data,Mary McLeod Bethune Middle School
866,LAUSD,mary-mcleod-bethune-middle-school-science/tech/math-magnet-155-w-69th-st-lausd,155 W 69th St,Los Angeles,323-541-1800,,Mary McLeod Bethune Middle School Science/Tech/Math Magnet
867,LAUSD,maurice-sendak-elementary-11414-w-tiara-st-lausd,11414 W Tiara St,North Hollywood,818-509-3400,No Data,Maurice Sendak Elementary
868,LAUSD,maurice-sendak-elementary-arts/comm/technology-magnet-11414-w-tiara-st-lausd,11414 W Tiara St,North Hollywood,818-509-3400,No Data,Maurice Sendak Elementary Arts/Comm/Technology Magnet
869,LAUSD,mayall-street-academy-of-arts/technology-magnet-16701-mayall-st-lausd,16701 Mayall St,North Hills,818-363-5058,,Mayall Street Academy of Arts/Technology Magnet
870,LAUSD,mayberry-street-elementary-2414-mayberry-st-lausd,2414 Mayberry St,Los Angeles,213-413-3420,No Data,Mayberry Street Elementary
871,LAUSD,mayberry-street-elementary-dl-two-way-im-spanish-2414-mayberry-st-lausd,2414 Mayberry St,Los Angeles,213-413-3420,No Data,Mayberry Street Elementary DL Two-Way Im Spanish
872,LAUSD,maywood-academy-senior-high-6125-pine-ave-lausd,6125 Pine Ave,Maywood,323-838-6000,No Data,Maywood Academy Senior High
873,LAUSD,maywood-center-for-enriched-studies-(maces)-magnet-5800-king-ave-lausd,5800 King Ave,Maywood,323-210-1412,No Data,Maywood Center for Enriched Studies (MaCES) Magnet
874,LAUSD,maywood-elementary-computer-science-magnet-5200-cudahy-ave-lausd,5200 Cudahy Ave,Maywood,323-890-2440,,Maywood Elementary Computer Science Magnet
875,LAUSD,maywood-elementary-school-5200-cudahy-ave-lausd,5200 Cudahy Ave,Maywood,323-890-2440,No Data,Maywood Elementary School
876,LAUSD,mckinley-avenue-elementary-7812-mc-kinley-ave-lausd,7812 Mc Kinley Ave,Los Angeles,323-582-7481,No Data,McKinley Avenue Elementary
877,LAUSD,melrose-avenue-elementary-math/science/technology-magnet-731-n-detroit-st-lausd,731 N Detroit St,Los Angeles,323-938-6275,,Melrose Avenue Elementary Math/Science/Technology Magnet
878,LAUSD,melvin-avenue-elementary-7700-melvin-ave-lausd,7700 Melvin Ave,Reseda,818-886-7171,No Data,Melvin Avenue Elementary
