id,index,district_x,name_x,address_x,phone,original_name_x,devons_key,participating,Match,rowid,school,district_y,address_y,original_name_y,name_y,tap_key,simple_name,district,duped,score
1639,1639,,,,,,,,,186,Sierra Vista High (Baldwin Park Unified),Baldwin Park Unified,3600 North Frazier St.,Sierra Vista High (Baldwin Park Unified),Sierra Vista High ,3600-north-frazier-st-sierra-vista-high--,3600-north-frazier-st-sierra-vista-high--,,True,
1640,1640,,,,,,,,,187,Sierra Vista Middle (Baldwin Park Unified),Baldwin Park Unified,13400 Foster Ave.,Sierra Vista Middle (Baldwin Park Unified),Sierra Vista Middle ,13400-foster-ave-sierra-vista-middle--,13400-foster-ave-sierra-vista-middle--,,True,
1641,1641,,,,,,,,,188,St. John the Baptist School (Baldwin Park Unified),Baldwin Park Unified,3870 Stewart Ave.,St. John the Baptist School (Baldwin Park Unified),St. John the Baptist School ,3870-stewart-ave-st-john-the-baptist-school--,3870-stewart-ave-st-john-the-baptist-school--,,True,
1642,1642,,,,,,,,,189,Tracy Elementary (Baldwin Park Unified),Baldwin Park Unified,13350 Tracy St.,Tracy Elementary (Baldwin Park Unified),Tracy Elementary ,13350-tracy-st-tracy-elementary--,13350-tracy-st-tracy-elementary--,,True,
1643,1643,,,,,,,,,190,Bassett Adult (Bassett Unified),Bassett Unified,943 North Sunkist,Bassett Adult (Bassett Unified),Bassett Adult ,943-north-sunkist-bassett-adult--,943-north-sunkist-bassett-adult--,,True,
1644,1644,,,,,,,,,191,Bassett Senior High (Bassett Unified),Bassett Unified,755 Ardilla Ave.,Bassett Senior High (Bassett Unified),Bassett Senior High ,755-ardilla-ave-bassett-senior-high--,755-ardilla-ave-bassett-senior-high--,,True,
1645,1645,,,,,,,,,192,Bishop Amat Memorial High (Bassett Unified),Bassett Unified,14301 Fairgrove Ave.,Bishop Amat Memorial High (Bassett Unified),Bishop Amat Memorial High ,14301-fairgrove-ave-bishop-amat-memorial-high--,14301-fairgrove-ave-bishop-amat-memorial-high--,,True,
1646,1646,,,,,,,,,193,Don Julian Elementary (Bassett Unified),Bassett Unified,13855 Don Julian Rd.,Don Julian Elementary (Bassett Unified),Don Julian Elementary ,13855-don-julian-rd-don-julian-elementary--,13855-don-julian-rd-don-julian-elementary--,,True,
1647,1647,,,,,,,,,194,Edgewood Academy (Bassett Unified),Bassett Unified,14135 East Fairgrove Ave.,Edgewood Academy (Bassett Unified),Edgewood Academy ,14135-east-fairgrove-ave-edgewood-academy--,14135-east-fairgrove-ave-edgewood-academy--,,True,
1648,1648,,,,,,,,,195,J. E. Van Wig Elementary (Bassett Unified),Bassett Unified,1151 North Van Wig Ave.,J. E. Van Wig Elementary (Bassett Unified),J. E. Van Wig Elementary ,1151-north-van-wig-ave-j-e-van-wig-elementary--,1151-north-van-wig-ave-j-e-van-wig-elementary--,,True,
1649,1649,,,,,,,,,196,Nueva Vista Continuation High (Bassett Unified),Bassett Unified,904 Willow Ave.,Nueva Vista Continuation High (Bassett Unified),Nueva Vista Continuation High ,904-willow-ave-nueva-vista-continuation-high--,904-willow-ave-nueva-vista-continuation-high--,,True,
1650,1650,,,,,,,,,197,St. Louis of France (Bassett Unified),Bassett Unified,13901 East Temple Ave.,St. Louis of France (Bassett Unified),St. Louis of France ,13901-east-temple-ave-st-louis-of-france--,13901-east-temple-ave-st-louis-of-france--,,True,
1651,1651,,,,,,,,,198,Sunkist Elementary (Bassett Unified),Bassett Unified,935 Mayland Ave.,Sunkist Elementary (Bassett Unified),Sunkist Elementary ,935-mayland-ave-sunkist-elementary--,935-mayland-ave-sunkist-elementary--,,True,
1652,1652,,,,,,,,,199,Torch Middle (Bassett Unified),Bassett Unified,751 North Vineland Ave.,Torch Middle (Bassett Unified),Torch Middle ,751-north-vineland-ave-torch-middle--,751-north-vineland-ave-torch-middle--,,True,
1653,1653,,,,,,,,,200,Adventist Union School (Bellflower Unified),Bellflower Unified,15548 Santa Ana Ave,Adventist Union School (Bellflower Unified),Adventist Union School ,15548-santa-ana-ave-adventist-union-school--,15548-santa-ana-ave-adventist-union-school--,,True,
1654,1654,,,,,,,,,201,Albert Baxter Elementary (Bellflower Unified),Bellflower Unified,14929 Cerritos Ave.,Albert Baxter Elementary (Bellflower Unified),Albert Baxter Elementary ,14929-cerritos-ave-albert-baxter-elementary--,14929-cerritos-ave-albert-baxter-elementary--,,True,
1655,1655,,,,,,,,,202,Bellflower Adult Education Center (Bellflower Unified),Bellflower Unified,6024 Clark Ave.,Bellflower Adult Education Center (Bellflower Unified),Bellflower Adult Education Center ,6024-clark-ave-bellflower-adult-education-center--,6024-clark-ave-bellflower-adult-education-center--,,True,
1656,1656,,,,,,,,,203,Bellflower Alternative Education Center (Bellflower Unified),Bellflower Unified,16703 South Clark Ave.,Bellflower Alternative Education Center (Bellflower Unified),Bellflower Alternative Education Center ,16703-south-clark-ave-bellflower-alternative-education-center--,16703-south-clark-ave-bellflower-alternative-education-center--,,True,
1657,1657,,,,,,,,,204,Bellflower High (Bellflower Unified),Bellflower Unified,15301 South McNab Ave.,Bellflower High (Bellflower Unified),Bellflower High ,15301-south-mcnab-ave-bellflower-high--,15301-south-mcnab-ave-bellflower-high--,,True,
1658,1658,,,,,,,,,205,Craig Williams Elementary (Bellflower Unified),Bellflower Unified,6144 North Clark Ave.,Craig Williams Elementary (Bellflower Unified),Craig Williams Elementary ,6144-north-clark-ave-craig-williams-elementary--,6144-north-clark-ave-craig-williams-elementary--,,True,
1659,1659,,,,,,,,,206,Creative Day Academy (Bellflower Unified),Bellflower Unified,8740 Ramona St.,Creative Day Academy (Bellflower Unified),Creative Day Academy ,8740-ramona-st-creative-day-academy--,8740-ramona-st-creative-day-academy--,,True,
1660,1660,,,,,,,,,207,Ernie Pyle Elementary (Bellflower Unified),Bellflower Unified,14500 South Woodruff Ave.,Ernie Pyle Elementary (Bellflower Unified),Ernie Pyle Elementary ,14500-south-woodruff-ave-ernie-pyle-elementary--,14500-south-woodruff-ave-ernie-pyle-elementary--,,True,
1661,1661,,,,,,,,,208,Esther Lindstrom Elementary (Bellflower Unified),Bellflower Unified,5900 North Canehill St.,Esther Lindstrom Elementary (Bellflower Unified),Esther Lindstrom Elementary ,5900-north-canehill-st-esther-lindstrom-elementary--,5900-north-canehill-st-esther-lindstrom-elementary--,,True,
1662,1662,,,,,,,,,209,Frank E. Woodruff Elementary (Bellflower Unified),Bellflower Unified,15332 South Eucalyptus St.,Frank E. Woodruff Elementary (Bellflower Unified),Frank E. Woodruff Elementary ,15332-south-eucalyptus-st-frank-e-woodruff-elementary--,15332-south-eucalyptus-st-frank-e-woodruff-elementary--,,True,
1663,1663,,,,,,,,,210,Intensive Learning Center (Bellflower Unified),Bellflower Unified,4718 East Michelson St.,Intensive Learning Center (Bellflower Unified),Intensive Learning Center ,4718-east-michelson-st-intensive-learning-center--,4718-east-michelson-st-intensive-learning-center--,,True,
1664,1664,,,,,,,,,211,Las Flores Home Education Independent Study Academy (Bellflower Unified),Bellflower Unified,10039 East Palm St.,Las Flores Home Education Independent Study Academy (Bellflower Unified),Las Flores Home Education Independent Study Academy ,10039-east-palm-st-las-flores-home-education-independent-study-academy--,10039-east-palm-st-las-flores-home-education-independent-study-academy--,,True,
1665,1665,,,,,,,,,212,Mayfair High (Bellflower Unified),Bellflower Unified,6000 North Woodruff Ave.,Mayfair High (Bellflower Unified),Mayfair High ,6000-north-woodruff-ave-mayfair-high--,6000-north-woodruff-ave-mayfair-high--,,True,
1666,1666,,,,,,,,,213,Ramona Elementary (Bellflower Unified),Bellflower Unified,9351 East Laurel St.,Ramona Elementary (Bellflower Unified),Ramona Elementary ,9351-east-laurel-st-ramona-elementary--,9351-east-laurel-st-ramona-elementary--,,True,
1667,1667,,,,,,,,,214,Saint Joseph High School (Bellflower Unified),Bellflower Unified,5825 North Woodruff Ave.,Saint Joseph High School (Bellflower Unified),Saint Joseph High School ,5825-north-woodruff-ave-saint-joseph-high-school--,5825-north-woodruff-ave-saint-joseph-high-school--,,True,
1668,1668,,,,,,,,,215,Somerset Continuation High (Bellflower Unified),Bellflower Unified,9242 East Laurel St.,Somerset Continuation High (Bellflower Unified),Somerset Continuation High ,9242-east-laurel-st-somerset-continuation-high--,9242-east-laurel-st-somerset-continuation-high--,,True,
1669,1669,,,,,,,,,216,Southland Christian Academy (Bellflower Unified),Bellflower Unified,16400 Woodruff Ave.,Southland Christian Academy (Bellflower Unified),Southland Christian Academy ,16400-woodruff-ave-southland-christian-academy--,16400-woodruff-ave-southland-christian-academy--,,True,
1670,1670,,,,,,,,,217,St. Bernard (Bellflower Unified),Bellflower Unified,9626 Park St.,St. Bernard (Bellflower Unified),St. Bernard ,9626-park-st-st-bernard--,9626-park-st-st-bernard--,,True,
1671,1671,,,,,,,,,218,Stephen Foster Elementary (Bellflower Unified),Bellflower Unified,5223 East Bigelow St.,Stephen Foster Elementary (Bellflower Unified),Stephen Foster Elementary ,5223-east-bigelow-st-stephen-foster-elementary--,5223-east-bigelow-st-stephen-foster-elementary--,,True,
1672,1672,,,,,,,,,220,Valley Christian Elementary School (Bellflower Unified),Bellflower Unified,17408 Grand Ave.,Valley Christian Elementary School (Bellflower Unified),Valley Christian Elementary School ,17408-grand-ave-valley-christian-elementary-school--,17408-grand-ave-valley-christian-elementary-school--,,True,
1673,1673,,,,,,,,,222,Wonderland Preschool (Bellflower Unified),Bellflower Unified,10440 Artesia Blvd,Wonderland Preschool (Bellflower Unified),Wonderland Preschool ,10440-artesia-blvd-wonderland-preschool--,10440-artesia-blvd-wonderland-preschool--,,True,
1674,1674,,,,,,,,,223,Beverly Hills High (Beverly Hills Unified),Beverly Hills Unified,241 Moreno Dr.,Beverly Hills High (Beverly Hills Unified),Beverly Hills High ,241-moreno-dr-beverly-hills-high--,241-moreno-dr-beverly-hills-high--,,True,
1675,1675,,,,,,,,,224,Beverly Vista Middle (Beverly Hills Unified),Beverly Hills Unified,200 South Elm Dr.,Beverly Vista Middle (Beverly Hills Unified),Beverly Vista Middle ,200-south-elm-dr-beverly-vista-middle--,200-south-elm-dr-beverly-vista-middle--,,True,
1676,1676,,,,,,,,,225,El Rodeo Elementary (Beverly Hills Unified),Beverly Hills Unified,605 North Whittier Dr.,El Rodeo Elementary (Beverly Hills Unified),El Rodeo Elementary ,605-north-whittier-dr-el-rodeo-elementary--,605-north-whittier-dr-el-rodeo-elementary--,,True,
1677,1677,,,,,,,,,226,Futures Academy - Beverly Hills (Beverly Hills Unified),Beverly Hills Unified,"8484 Wilshire Blvd., Ste. 220",Futures Academy - Beverly Hills (Beverly Hills Unified),Futures Academy - Beverly Hills ,"8484-wilshire-blvd,-ste-220-futures-academy-beverly-hills--","8484-wilshire-blvd,-ste-220-futures-academy-beverly-hills--",,True,
1678,1678,,,,,,,,,227,Good Shepherd Catholic School (Beverly Hills Unified),Beverly Hills Unified,148 South Linden Dr.,Good Shepherd Catholic School (Beverly Hills Unified),Good Shepherd Catholic School ,148-south-linden-dr-good-shepherd-catholic-school--,148-south-linden-dr-good-shepherd-catholic-school--,,True,
1679,1679,,,,,,,,,228,Harkham Hillel Hebrew Academy (Beverly Hills Unified),Beverly Hills Unified,9120 West Olympic Blvd.,Harkham Hillel Hebrew Academy (Beverly Hills Unified),Harkham Hillel Hebrew Academy ,9120-west-olympic-blvd-harkham-hillel-hebrew-academy--,9120-west-olympic-blvd-harkham-hillel-hebrew-academy--,,True,
1680,1680,,,,,,,,,229,Hawthorne Elementary (Beverly Hills Unified),Beverly Hills Unified,624 North Rexford Dr.,Hawthorne Elementary (Beverly Hills Unified),Hawthorne Elementary ,624-north-rexford-dr-hawthorne-elementary--,624-north-rexford-dr-hawthorne-elementary--,,True,
1681,1681,,,,,,,,,230,Horace Mann Elementary (Beverly Hills Unified),Beverly Hills Unified,8701 Charleville Blvd.,Horace Mann Elementary (Beverly Hills Unified),Horace Mann Elementary ,8701-charleville-blvd-horace-mann-elementary--,8701-charleville-blvd-horace-mann-elementary--,,True,
1682,1682,,,,,,,,,231,Moreno High (Continuation) (Beverly Hills Unified),Beverly Hills Unified,255 South Lasky Dr.,Moreno High (Continuation) (Beverly Hills Unified),Moreno High (Continuation) ,255-south-lasky-dr-moreno-high-(continuation)--,255-south-lasky-dr-moreno-high-(continuation)--,,True,
1683,1683,,,,,,,,,232,Page School-Beverly Hills (Beverly Hills Unified),Beverly Hills Unified,419 South Robertson Blvd.,Page School-Beverly Hills (Beverly Hills Unified),Page School-Beverly Hills ,419-south-robertson-blvd-page-school-beverly-hills--,419-south-robertson-blvd-page-school-beverly-hills--,,True,
1684,1684,,,,,,,,,233,The Lights of God Academy Homeschool (Beverly Hills Unified),Beverly Hills Unified,256 S Robertson Blvd #38,The Lights of God Academy Homeschool (Beverly Hills Unified),The Lights of God Academy Homeschool ,256-s-robertson-blvd-#38-the-lights-of-god-academy-homeschool--,256-s-robertson-blvd-#38-the-lights-of-god-academy-homeschool--,,True,
1685,1685,,,,,,,,,234,J. Marion Roynon Elementary (Bonita Unified),Bonita Unified,2715 E St.,J. Marion Roynon Elementary (Bonita Unified),J. Marion Roynon Elementary ,2715-e-st-j-marion-roynon-elementary--,2715-e-st-j-marion-roynon-elementary--,,True,
1686,1686,,,,,,,,,235,Joan Macy School (Bonita Unified),Bonita Unified,1350 Third St.,Joan Macy School (Bonita Unified),Joan Macy School ,1350-third-st-joan-macy-school--,1350-third-st-joan-macy-school--,,True,
1687,1687,,,,,,,,,236,La Verne Heights Elementary (Bonita Unified),Bonita Unified,1550 Baseline Rd.,La Verne Heights Elementary (Bonita Unified),La Verne Heights Elementary ,1550-baseline-rd-la-verne-heights-elementary--,1550-baseline-rd-la-verne-heights-elementary--,,True,
1688,1688,,,,,,,,,237,Leroy Haynes Educational Center (Bonita Unified),Bonita Unified,233 West Baseline Rd.,Leroy Haynes Educational Center (Bonita Unified),Leroy Haynes Educational Center ,233-west-baseline-rd-leroy-haynes-educational-center--,233-west-baseline-rd-leroy-haynes-educational-center--,,True,
1689,1689,,,,,,,,,238,Lighthouse Baptist Academy (Bonita Unified),Bonita Unified,2600 North White Ave.,Lighthouse Baptist Academy (Bonita Unified),Lighthouse Baptist Academy ,2600-north-white-ave-lighthouse-baptist-academy--,2600-north-white-ave-lighthouse-baptist-academy--,,True,
1690,1690,,,,,,,,,239,Lone Hill Middle (Bonita Unified),Bonita Unified,700 South Lone Hill,Lone Hill Middle (Bonita Unified),Lone Hill Middle ,700-south-lone-hill-lone-hill-middle--,700-south-lone-hill-lone-hill-middle--,,True,
1691,1691,,,,,,,,,240,Lutheran High School La Verne (Bonita Unified),Bonita Unified,3960 Fruit St.,Lutheran High School La Verne (Bonita Unified),Lutheran High School La Verne ,3960-fruit-st-lutheran-high-school-la-verne--,3960-fruit-st-lutheran-high-school-la-verne--,,True,
1692,1692,,,,,,,,,241,Oak Mesa Elementary (Bonita Unified),Bonita Unified,5200 Wheeler Ave.,Oak Mesa Elementary (Bonita Unified),Oak Mesa Elementary ,5200-wheeler-ave-oak-mesa-elementary--,5200-wheeler-ave-oak-mesa-elementary--,,True,
1693,1693,,,,,,,,,242,Ramona Middle (Bonita Unified),Bonita Unified,3490 Ramona Ave.,Ramona Middle (Bonita Unified),Ramona Middle ,3490-ramona-ave-ramona-middle--,3490-ramona-ave-ramona-middle--,,True,
1694,1694,,,,,,,,,243,San Dimas High (Bonita Unified),Bonita Unified,800 West Covina Blvd.,San Dimas High (Bonita Unified),San Dimas High ,800-west-covina-blvd-san-dimas-high--,800-west-covina-blvd-san-dimas-high--,,True,
1695,1695,,,,,,,,,244,Vista (Alternative) (Bonita Unified),Bonita Unified,127 West Allen Ave.,Vista (Alternative) (Bonita Unified),Vista (Alternative) ,127-west-allen-ave-vista-(alternative)--,127-west-allen-ave-vista-(alternative)--,,True,
1696,1696,,,,,,,,,245,Adult Transition Program (Bonita Unified),Bonita Unified,800 West Covina Blvd.,Adult Transition Program (Bonita Unified),Adult Transition Program ,800-west-covina-blvd-adult-transition-program--,800-west-covina-blvd-adult-transition-program--,,True,
1697,1697,,,,,,,,,246,Allen Avenue Elementary (Bonita Unified),Bonita Unified,740 East Allen Ave.,Allen Avenue Elementary (Bonita Unified),Allen Avenue Elementary ,740-east-allen-ave-allen-avenue-elementary--,740-east-allen-ave-allen-avenue-elementary--,,True,
1698,1698,,,,,,,,,247,Arma J. Shull Elementary (Bonita Unified),Bonita Unified,825 North Amelia,Arma J. Shull Elementary (Bonita Unified),Arma J. Shull Elementary ,825-north-amelia-arma-j-shull-elementary--,825-north-amelia-arma-j-shull-elementary--,,True,
1699,1699,,,,,,,,,248,Arrow Montessori School of San Dimas (Bonita Unified),Bonita Unified,818 West Gladstone St.,Arrow Montessori School of San Dimas (Bonita Unified),Arrow Montessori School of San Dimas ,818-west-gladstone-st-arrow-montessori-school-of-san-dimas--,818-west-gladstone-st-arrow-montessori-school-of-san-dimas--,,True,
1700,1700,,,,,,,,,249,Bonita District Adult (Bonita Unified),Bonita Unified,115 West Allen Ave.,Bonita District Adult (Bonita Unified),Bonita District Adult ,115-west-allen-ave-bonita-district-adult--,115-west-allen-ave-bonita-district-adult--,,True,
1701,1701,,,,,,,,,250,Bonita High (Bonita Unified),Bonita Unified,3102 D St.,Bonita High (Bonita Unified),Bonita High ,3102-d-st-bonita-high--,3102-d-st-bonita-high--,,True,
1702,1702,,,,,,,,,251,Calvary Baptist Schools (Bonita Unified),Bonita Unified,2990 Damien Ave.,Calvary Baptist Schools (Bonita Unified),Calvary Baptist Schools ,2990-damien-ave-calvary-baptist-schools--,2990-damien-ave-calvary-baptist-schools--,,True,
1703,1703,,,,,,,,,252,Canyon View School (Bonita Unified),Bonita Unified,762 West Cypress St.,Canyon View School (Bonita Unified),Canyon View School ,762-west-cypress-st-canyon-view-school--,762-west-cypress-st-canyon-view-school--,,True,
1704,1704,,,,,,,,,253,Chaparral High (Continuation) (Bonita Unified),Bonita Unified,121 West Allen Ave.,Chaparral High (Continuation) (Bonita Unified),Chaparral High (Continuation) ,121-west-allen-ave-chaparral-high-(continuation)--,121-west-allen-ave-chaparral-high-(continuation)--,,True,
1705,1705,,,,,,,,,254,Damien High School (Bonita Unified),Bonita Unified,2280 Damien Ave.,Damien High School (Bonita Unified),Damien High School ,2280-damien-ave-damien-high-school--,2280-damien-ave-damien-high-school--,,True,
1706,1706,,,,,,,,,255,Fred Ekstrand Elementary (Bonita Unified),Bonita Unified,400 North Walnut Ave.,Fred Ekstrand Elementary (Bonita Unified),Fred Ekstrand Elementary ,400-north-walnut-ave-fred-ekstrand-elementary--,400-north-walnut-ave-fred-ekstrand-elementary--,,True,
1707,1707,,,,,,,,,256,Gladstone Elementary (Bonita Unified),Bonita Unified,1314 West Gladstone,Gladstone Elementary (Bonita Unified),Gladstone Elementary ,1314-west-gladstone-gladstone-elementary--,1314-west-gladstone-gladstone-elementary--,,True,
1708,1708,,,,,,,,,257,Grace Miller Elementary (Bonita Unified),Bonita Unified,1629 Holly Oak St.,Grace Miller Elementary (Bonita Unified),Grace Miller Elementary ,1629-holly-oak-st-grace-miller-elementary--,1629-holly-oak-st-grace-miller-elementary--,,True,
1709,1709,,,,,,,,,258,Holy Name of Mary (Bonita Unified),Bonita Unified,124 South San Dimas Canyon Rd.,Holy Name of Mary (Bonita Unified),Holy Name of Mary ,124-south-san-dimas-canyon-rd-holy-name-of-mary--,124-south-san-dimas-canyon-rd-holy-name-of-mary--,,True,
1710,1710,,,,,,,,,259,George Washington Elementary (Burbank Unified),Burbank Unified,2322 North Lincoln St.,George Washington Elementary (Burbank Unified),George Washington Elementary ,2322-north-lincoln-st-george-washington-elementary--,2322-north-lincoln-st-george-washington-elementary--,,True,
1711,1711,,,,,,,,,260,Horace Mann (Burbank Unified),Burbank Unified,3401 Scott Rd.,Horace Mann (Burbank Unified),Horace Mann ,3401-scott-rd-horace-mann--,3401-scott-rd-horace-mann--,,True,
1712,1712,,,,,,,,,261,Joaquin Miller Elementary (Burbank Unified),Burbank Unified,720 East Providencia Ave.,Joaquin Miller Elementary (Burbank Unified),Joaquin Miller Elementary ,720-east-providencia-ave-joaquin-miller-elementary--,720-east-providencia-ave-joaquin-miller-elementary--,,True,
1713,1713,,,,,,,,,262,John Muir Middle (Burbank Unified),Burbank Unified,1111 North Kenneth Rd.,John Muir Middle (Burbank Unified),John Muir Middle ,1111-north-kenneth-rd-john-muir-middle--,1111-north-kenneth-rd-john-muir-middle--,,True,
1714,1714,,,,,,,,,263,Little Angels Academy Burbank Inc. (Burbank Unified),Burbank Unified,721 S. San Fernando Blvd.,Little Angels Academy Burbank Inc. (Burbank Unified),Little Angels Academy Burbank Inc. ,721-s-san-fernando-blvd-little-angels-academy-burbank-inc--,721-s-san-fernando-blvd-little-angels-academy-burbank-inc--,,True,
1715,1715,,,,,,,,,264,Luther Burbank Middle (Burbank Unified),Burbank Unified,3700 West Jeffries Ave.,Luther Burbank Middle (Burbank Unified),Luther Burbank Middle ,3700-west-jeffries-ave-luther-burbank-middle--,3700-west-jeffries-ave-luther-burbank-middle--,,True,
1716,1716,,,,,,,,,265,Magnolia Park (Burbank Unified),Burbank Unified,1915 Monterey Ave.,Magnolia Park (Burbank Unified),Magnolia Park ,1915-monterey-ave-magnolia-park--,1915-monterey-ave-magnolia-park--,,True,
1717,1717,,,,,,,,,266,Bret Harte Elementary (Burbank Unified),Burbank Unified,3200 West Jeffries Ave.,Bret Harte Elementary (Burbank Unified),Bret Harte Elementary ,3200-west-jeffries-ave-bret-harte-elementary--,3200-west-jeffries-ave-bret-harte-elementary--,,True,
1718,1718,,,,,,,,,267,Brighton Hall (Burbank Unified),Burbank Unified,755 N. Whitnall Hwy,Brighton Hall (Burbank Unified),Brighton Hall ,755-n-whitnall-hwy-brighton-hall--,755-n-whitnall-hwy-brighton-hall--,,True,
1719,1719,,,,,,,,,268,Burbank Adult (Burbank Unified),Burbank Unified,3811 Allan Ave.,Burbank Adult (Burbank Unified),Burbank Adult ,3811-allan-ave-burbank-adult--,3811-allan-ave-burbank-adult--,,True,
1720,1720,,,,,,,,,269,Burbank High (Burbank Unified),Burbank Unified,902 North Third St.,Burbank High (Burbank Unified),Burbank High ,902-north-third-st-burbank-high--,902-north-third-st-burbank-high--,,True,
1721,1721,,,,,,,,,270,Burbank Montessori Academy (Burbank Unified),Burbank Unified,"217 N Hollywood Way,",Burbank Montessori Academy (Burbank Unified),Burbank Montessori Academy ,"217-n-hollywood-way,-burbank-montessori-academy--","217-n-hollywood-way,-burbank-montessori-academy--",,True,
1722,1722,,,,,,,,,271,Burbank Unified Independent Learning Academy (BUILA) (Burbank Unified),Burbank Unified,3715 Allan Ave.,Burbank Unified Independent Learning Academy (BUILA) (Burbank Unified),Burbank Unified Independent Learning Academy (BUILA) ,3715-allan-ave-burbank-unified-independent-learning-academy-(buila)--,3715-allan-ave-burbank-unified-independent-learning-academy-(buila)--,,True,
1723,1723,,,,,,,,,272,Burbank USD Community Day (Burbank Unified),Burbank Unified,223 East Santa Anita Ave.,Burbank USD Community Day (Burbank Unified),Burbank USD Community Day ,223-east-santa-anita-ave-burbank-usd-community-day--,223-east-santa-anita-ave-burbank-usd-community-day--,,True,
1724,1724,,,,,,,,,273,Burroughs High (Burbank Unified),Burbank Unified,1920 Clark Ave.,Burroughs High (Burbank Unified),Burroughs High ,1920-clark-ave-burroughs-high--,1920-clark-ave-burroughs-high--,,True,
1725,1725,,,,,,,,,274,Dolores Huerta Middle (Burbank Unified),Burbank Unified,420 South Mariposa St.,Dolores Huerta Middle (Burbank Unified),Dolores Huerta Middle ,420-south-mariposa-st-dolores-huerta-middle--,420-south-mariposa-st-dolores-huerta-middle--,,True,
1726,1726,,,,,,,,,277,Providence High School (Burbank Unified),Burbank Unified,511 S. Buena Vista St.,Providence High School (Burbank Unified),Providence High School ,511-s-buena-vista-st-providence-high-school--,511-s-buena-vista-st-providence-high-school--,,True,
1727,1727,,,,,,,,,278,Providencia Elementary (Burbank Unified),Burbank Unified,1919 North Ontario St.,Providencia Elementary (Burbank Unified),Providencia Elementary ,1919-north-ontario-st-providencia-elementary--,1919-north-ontario-st-providencia-elementary--,,True,
1728,1728,,,,,,,,,279,R. L. Stevenson Elementary (Burbank Unified),Burbank Unified,3333 Oak St.,R. L. Stevenson Elementary (Burbank Unified),R. L. Stevenson Elementary ,3333-oak-st-r-l-stevenson-elementary--,3333-oak-st-r-l-stevenson-elementary--,,True,
1729,1729,,,,,,,,,280,Ralph Emerson Elementary (Burbank Unified),Burbank Unified,720 East Cypress Ave.,Ralph Emerson Elementary (Burbank Unified),Ralph Emerson Elementary ,720-east-cypress-ave-ralph-emerson-elementary--,720-east-cypress-ave-ralph-emerson-elementary--,,True,
1730,1730,,,,,,,,,281,Saint Finbar School (Burbank Unified),Burbank Unified,2120 West Olive Ave.,Saint Finbar School (Burbank Unified),Saint Finbar School ,2120-west-olive-ave-saint-finbar-school--,2120-west-olive-ave-saint-finbar-school--,,True,
1731,1731,,,,,,,,,282,Saint Francis Xavier School (Burbank Unified),Burbank Unified,3601 Scott Rd.,Saint Francis Xavier School (Burbank Unified),Saint Francis Xavier School ,3601-scott-rd-saint-francis-xavier-school--,3601-scott-rd-saint-francis-xavier-school--,,True,
1732,1732,,,,,,,,,283,Scholars Preparatory School (Burbank Unified),Burbank Unified,1001 South Glenoaks Blvd.,Scholars Preparatory School (Burbank Unified),Scholars Preparatory School ,1001-south-glenoaks-blvd-scholars-preparatory-school--,1001-south-glenoaks-blvd-scholars-preparatory-school--,,True,
1733,1733,,,,,,,,,284,St. Robert Bellarmine Elementary (Burbank Unified),Burbank Unified,154 North 5th St.,St. Robert Bellarmine Elementary (Burbank Unified),St. Robert Bellarmine Elementary ,154-north-5th-st-st-robert-bellarmine-elementary--,154-north-5th-st-st-robert-bellarmine-elementary--,,True,
1734,1734,,,,,,,,,286,Thomas Edison Elementary (Burbank Unified),Burbank Unified,2110 West Chestnut St.,Thomas Edison Elementary (Burbank Unified),Thomas Edison Elementary ,2110-west-chestnut-st-thomas-edison-elementary--,2110-west-chestnut-st-thomas-edison-elementary--,,True,
1735,1735,,,,,,,,,287,Thomas Jefferson Elementary (Burbank) (Burbank Unified),Burbank Unified,1900 North Sixth St.,Thomas Jefferson Elementary (Burbank) (Burbank Unified),Thomas Jefferson Elementary (Burbank) ,1900-north-sixth-st-thomas-jefferson-elementary-(burbank)--,1900-north-sixth-st-thomas-jefferson-elementary-(burbank)--,,True,
1736,1736,,,,,,,,,288,Walt Disney Elementary (Burbank Unified),Burbank Unified,1220 West Orange Grove Ave.,Walt Disney Elementary (Burbank Unified),Walt Disney Elementary ,1220-west-orange-grove-ave-walt-disney-elementary--,1220-west-orange-grove-ave-walt-disney-elementary--,,True,
1737,1737,,,,,,,,,289,California Advancing Pathways for Students in Los Angeles County (California Advancing Pathways for Students in Los Angeles County ROC/P),California Advancing Pathways for Students in Los Angeles County ROC/P,16703 South Clark Ave.,California Advancing Pathways for Students in Los Angeles County (California Advancing Pathways for Students in Los Angeles County ROC/P),California Advancing Pathways for Students in Los Angeles County ,16703-south-clark-ave-california-advancing-pathways-for-students-in-los-angeles-county--,16703-south-clark-ave-california-advancing-pathways-for-students-in-los-angeles-county--,,True,
1738,1738,,,,,,,,,290,Camino Nuevo Charter Academy (Camino Nuevo District),Camino Nuevo District,697 South Burlington Ave.,Camino Nuevo Charter Academy (Camino Nuevo District),Camino Nuevo Charter Academy ,697-south-burlington-ave-camino-nuevo-charter-academy--,697-south-burlington-ave-camino-nuevo-charter-academy--,,True,
