CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,Email,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,AdmEmail,LastUpDate
1.96473E+13,622710,13684,Active,Los Angeles,Los Angeles Unified,New Horizons Charter Academy,5955 Lankershim Boulevard,5955 Lankershim Blvd.,North Hollywood,91601-1006,CA,5955 Lankershim Boulevard,5955 Lankershim Blvd.,North Hollywood,91601-1006,CA,(818) 655-9602,No Data,(818) 769-2469,No Data,http://nhcharteracademy.com,41491,No Data,Y,1567,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,602397,34.178844,-118.38307,Richard,Thomas,rthomas@nhcharteracademy.com,44056
1.96473E+13,622710,13685,Active,Los Angeles,Los Angeles Unified,"Ivy Bound Academy Math, Science, and Technology Charter Middle 2",20040 Parthenia Street,20040 Parthenia St.,Northridge,91324-3222,CA,20040 Parthenia Street,20040 Parthenia St.,Northridge,91324-3222,CA,(818) 646-4992,No Data,(818) 646-4993,No Data,http://ivyboundacademy.org,41502,No Data,Y,1570,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44689,44689,N,N,N,601546,34.228191,-118.56985,Shawn,Huntsinger,huntsinger_sha@ivybnd.com,44539
1.96473E+13,622710,13691,Active,Los Angeles,Los Angeles Unified,KIPP Academy of Innovation,4240 East Olympic Boulevard,4240 East Olympic Blvd.,Los Angeles,90023-3337,CA,4240 East Olympic Boulevard,4240 East Olympic Blvd.,Los Angeles,90023-3337,CA,(323) 406-8000,No Data,(323) 406-8002,No Data,http://www.kippsocal.org/innovation/index,41863,No Data,Y,1586,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44689,44689,N,N,N,602384,34.018603,-118.18218,Melissa,Ulloa,mulloa@kippsocal.org,44482
1.96473E+13,622710,13726,Active,Los Angeles,Los Angeles Unified,Dr. Sammy Lee Medical and Health Science Magnet Elementary,3600 Council Street,3600 Council St.,Los Angeles,90004-4840,CA,3600 Council Street,3600 Council St.,Los Angeles,90004-4840,CA,(213) 368-8775,No Data,(213) 487-7020,No Data,http://www.drsammyleemag-lausd-ca.schoolloop.com/,41499,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,Y,N,No Data,34.074011,-118.28862,Janny,Kim,janny.kim@lausd.net,44484
1.96473E+13,622710,13787,Active,Los Angeles,Los Angeles Unified,Animo Mae Jemison Charter Middle,12700 S. Avalon Boulevard,12700 S. Avalon Blvd.,Los Angeles,90061-2730,CA,"1149 South Hill Street, Suite 600","1149 South Hill St., Ste. 600",Los Angeles,90015,CA,(323) 565-4450,No Data,(323) 754-1382,mae.cde@greendot.org,http://ca.greendot.org/jemison,41863,No Data,Y,1624,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,Y,601649,33.917533,-118.2639,Angela,Rodriguez,mae.cde@greendot.org,44504
1.96473E+13,622710,13760,Active,Los Angeles,Los Angeles Unified,KIPP Vida Preparatory Academy,4410 South Budlong Avenue,4410 South Budlong Ave.,Los Angeles,90037-2306,CA,4410 South Budlong Avenue,4410 South Budlong Ave.,Los Angeles,90037-2306,CA,(323) 406-8007,No Data,(323) 406-8008,No Data,http://www.kippsocal.org/vida,41862,No Data,Y,1587,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-4,K-4,N,N,N,602041,34.003387,-118.29568,Amanda,Tran,atran@kippsocal.org,44482
1.96473E+13,622710,13775,Active,Los Angeles,Los Angeles Unified,"Boyle Heights Science, Technology, Engineering and Math Magnet",2550 East 6th Street,2550 East 6th St.,Los Angeles,90023-1420,CA,2550 East 6th Street,2550 East 6th St.,Los Angeles,90023-1420,CA,(323) 268-1031,No Data,(323) 780-3090,No Data,http://www.stemboyleheights-lausd-ca.schoolloop.com,41863,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,44816,44816,C,Y,N,No Data,34.036473,-118.2123,Adriana,Trejo,adriana.trejo@lausd.net,44414
1.96473E+13,622710,13737,Active,Los Angeles,Los Angeles Unified,Nava College Preparatory Academy,1319 East 41st Street,1319 East 41st St.,Los Angeles,90011-3301,CA,1319 East 41st Street,1319 East 41st St.,Los Angeles,90011-3301,CA,(323) 235-6800,No Data,No Data,No Data,http://navacpa-lausd-ca.schoolloop.com,41863,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,No Data,34.009547,-118.25116,Jennifer,Naggar,jsn7627@lausd.net,44083
1.96473E+13,622710,13750,Active,Los Angeles,Los Angeles Unified,PUC Inspire Charter Academy,12550 Van Nuys Boulevard,12550 Van Nuys Blvd.,Pacoima,91331-1354,CA,1405 North San Fernando Boulevard Suite 303,1405 North San Fernando Blvd. Ste. 303,Burbank,91504,CA,(818) 492-1880,No Data,(818) 272-2326,c.rivas@pucschools.org,http://www.pucschools.org/inspire/,41892,No Data,Y,1626,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,602082,34.276957,-118.4059,Concepcion,Rivas,c.rivas@pucschools.org,44425
1.96473E+13,622710,13768,Active,Los Angeles,Los Angeles Unified,PUC Community Charter Elementary,14019 Sayre Street,14019 Sayre St.,Sylmar,91342-4265,CA,"1405 North San Fernando Boulevard, Suite 303","1405 North San Fernando Blvd., Ste. 303",Burbank,91504,CA,(818) 492-1890,No Data,(818) 492-1881,c.rivas@pucschools.org,http://www.pucschools.org/cces/,41885,No Data,Y,1657,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,601530,34.306469,-118.43865,Concepcion,Rivas,c.rivas@pucschools.org,44425
1.96473E+13,622710,13741,Active,Los Angeles,Los Angeles Unified,TEACH Tech Charter High,10616 South Western Avenue,10616 South Western Ave.,Los Angeles,90047-4254,CA,10616 South Western Avenue,10616 South Western Ave.,Los Angeles,90047-4254,CA,(323) 872-0707,No Data,(323) 287-0051,No Data,http://tech.teachpublicschools.org,41852,No Data,Y,1658,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,602470,33.9394,-118.30879,Monique,Woodley,mwoodley@teachps.org,44056
1.96473E+13,622710,13802,Active,Los Angeles,Los Angeles Unified,Equitas Academy #3 Charter,1050 Beacon Avenue,1050 Beacon Ave.,Los Angeles,90015,CA,1050 Beacon Avenue,1050 Beacon Ave.,Los Angeles,90015,CA,(213) 204-0344,No Data,(213) 652-4444,No Data,http://eq3.equitasacademy.org,42249,No Data,Y,1669,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-4,44565,N,N,N,601944,34.048537,-118.27591,Malka,Borrego,mborrego@equitasacademy.org,44187
1.96473E+13,622710,13789,Active,Los Angeles,Los Angeles Unified,Global Education Academy 2,1717 Seventh Avenue,1717 Seventh Ave.,Los Angeles,90019-6004,CA,1717 Seventh Avenue,1717 Seventh Ave.,Los Angeles,90019-6004,CA,(323) 537-7225,No Data,(323) 232-9587,No Data,http://www.geaschool.com,41884,No Data,Y,1641,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,602032,34.040299,-118.32542,Priscilla,Doorbar,pdoorbar@geaschool.com,44056
1.96473E+13,622710,13756,Active,Los Angeles,Los Angeles Unified,Everest Value,668 South Catalina Street,668 South Catalina St.,Los Angeles,90005-1708,CA,680 Wilshire Place #315,680 Wilshire Pl. #315,Los Angeles,90005,CA,(213) 487-7736,No Data,(213) 487-7745,No Data,http://www.evs.valueschools.com,41869,No Data,Y,1638,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,Y,602085,34.061075,-118.29524,Christopher,Medinger,cmedinger@valueschools.com,44582
1.96473E+13,622710,13765,Active,Los Angeles,Los Angeles Unified,Village Charter Academy,7357 Jordan Avenue,7357 Jordan Ave.,Canoga Park,91303-1238,CA,7357 Jordan Avenue,7357 Jordan Ave.,Canoga Park,91303-1238,CA,(818) 716-2887,No Data,(818) 716-2848,No Data,http://villagecharteracademy.com,41869,No Data,Y,1639,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,601736,34.204058,-118.60305,Kerry,Kletter,k.kletter@villagecharteracademy.com,44056
1.96473E+13,622710,13831,Active,Los Angeles,Los Angeles Unified,Sylmar Biotech Health and Engineering Magnet,13050 Borden Avenue,13050 Borden Ave.,Sylmar,91342-4251,CA,13050 Borden Avenue,13050 Borden Ave.,Sylmar,91342-4251,CA,(818) 833-3723,No Data,(818) 833-5121,No Data,http://www.wearesbha.org,41863,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,44816,44816,N,Y,N,No Data,34.307364,-118.44288,Maria,Herrera,meh7212@lausd.net,44414
1.96473E+13,622710,13872,Active,Los Angeles,Los Angeles Unified,Fenton STEM Academy: Elementary Center for Science Technology Engineering and Mathematics,8926 Sunland Boulevard,8926 Sunland Blvd.,Sun Valley,91352-2843,CA,8926 Sunland Boulevard,8926 Sunland Blvd.,Sun Valley,91352-2843,CA,(818) 962-3636,No Data,(818) 394-9885,isumida@fentoncharter.net,http://stem.fentoncharter.net/,42233,No Data,Y,1605,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,601613,34.231474,-118.3662,Jennifer,Miller,jmiller@fentoncharter.net,44056
1.96473E+13,622710,13900,Active,Los Angeles,Los Angeles Unified,Fenton Charter Leadership Academy,8926 Sunland Boulevard,8926 Sunland Blvd.,Sun Valley,91352-2843,CA,8926 Sunland Boulevard,8926 Sunland Blvd.,Sun Valley,91352-2843,CA,(818) 962-3636,No Data,(818) 394-9885,isumida@fentoncharter.net,http://fcla.fentoncharter.net,42233,No Data,Y,1613,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,602456,34.231474,-118.3662,Jennifer,Miller,jmiller@fentoncharter.net,44056
1.96473E+13,622710,13883,Active,Los Angeles,Los Angeles Unified,KIPP Ignite Academy,9110 South Central Avenue,9110 South Central Ave.,Los Angeles,90002-1743,CA,9110 South Central Avenue,9110 South Central Ave.,Los Angeles,90002-1743,CA,(323) 486-6402,No Data,(323) 486-6403,No Data,http://www.kippsocal.org/ignite/index,42226,No Data,Y,1720,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-4,K-4,N,N,N,601791,33.953599,-118.25609,Danielle,Johnson,djohnson@kippsocal.org,44482
1.96473E+13,622710,13877,Active,Los Angeles,Los Angeles Unified,KIPP Promesa Prep,1241 South Soto Street,1241 South Soto St.,Los Angeles,90023-2652,CA,1241 South Soto Street,1241 South Soto St.,Los Angeles,90023-2652,CA,(323) 486-6400,No Data,(323) 486-6401,No Data,http://www.kippsocal.org/promesa/index,42226,No Data,Y,1721,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-4,K-4,N,N,N,602017,34.027525,-118.21985,Amber,Fleming-Morales,afmorales@kippsocal.org,44621
1.96473E+13,622710,13851,Active,Los Angeles,Los Angeles Unified,Collegiate Charter High School of Los Angeles,725 South Indiana Street,725 South Indiana St.,Los Angeles,90023-1840,CA,725 South Indiana Street,725 South Indiana St.,Los Angeles,90023-1840,CA,(213) 304-7077,No Data,(323) 544-6403,No Data,http://www.collegiatecharterhighschooloflosangeles.org,42234,No Data,Y,1722,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,602231,34.026,-118.19331,Ani,Meymarian,animeymarian@collegiatecharterhighschool.org,44389
1.96473E+13,622710,13901,Active,Los Angeles,Los Angeles Unified,Resolute Academy Charter,1265 East 112th Street,1265 East 112th St.,Los Angeles,90059-1137,CA,1265 East 112th Street,1265 East 112th St.,Los Angeles,90059-1137,CA,(323) 559-6284,No Data,(323) 540-5281,No Data,http://www.resoluteacademy.org,42219,No Data,Y,1642,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44689,44689,N,N,N,601864,33.933775,-118.25293,Natasha,Barriga,nbarriga@resoluteacademy.org,44075
1.96473E+13,622710,13902,Active,Los Angeles,Los Angeles Unified,Libertas College Preparatory Charter,5101 Western Avenue,5101 Western Ave.,Los Angeles,90062-2333,CA,5101 Western Avenue,5101 Western Ave.,Los Angeles,90062-2333,CA,(323) 810-6558,No Data,(323) 999-5106,No Data,http://libertascollegeprep.org,42220,No Data,Y,1711,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44659,44659,N,N,N,601958,33.996591,-118.30942,Alma,Zepeda,alma.zepeda@libertascollegeprep.org,44483
1.96473E+13,622710,12699,Active,Los Angeles,Los Angeles Unified,University Preparatory Value High,1929 West Pico Boulevard,1929 West Pico Blvd.,Los Angeles,90006-5008,CA,"680 Wilshire Place, Suite 315","680 Wilshire Pl., Ste. 315",Los Angeles,90005,CA,(213) 382-1223,No Data,(323) 503-1690,No Data,http://www.upvhs.valueschools.com,42224,No Data,Y,1723,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,602083,34.046778,-118.28094,Robert,Poyer,rpoyer@valueschools.com,44504
1.96473E+13,622710,13857,Active,Los Angeles,Los Angeles Unified,Alliance Marine - Innovation and Technology 6-12 Complex,11933 Allegheny Street,11933 Allegheny St.,Sun Valley,91352-1834,CA,11933 Allegheny Street,11933 Allegheny St.,Sun Valley,91352-1834,CA,(747) 223-2649,No Data,(747) 223-2773,No Data,http://www.alliancemit.org,42219,No Data,Y,1738,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,44724,44724,N,N,N,601835,34.237261,-118.39327,Nick,Mikolenko,nmikolenko@laalliance.org,44502
1.96473E+13,622710,13897,Active,Los Angeles,Los Angeles Unified,Bert Corona Charter High,12540 Pierce Avenue,12540 Pierce Ave.,Pacoima,91331-1628,CA,12540 Pierce Avenue,12540 Pierce Ave.,Pacoima,91331-1628,CA,(818) 480-6810,No Data,(818) 834-8075,ykingberg@ypics.org,http://bcchs.ypics.org,42228,No Data,Y,1724,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,602116,34.271259,-118.40597,Lorence,Simonsen,mrsimonsen@coronacharter.org,44426
1.96473E+13,622710,13898,Active,Los Angeles,Los Angeles Unified,Ednovate - East College Prep,3825 North Mission Road,3825 North Mission Rd.,Los Angeles,90031-3137,CA,3825 North Mission Road,3825 North Mission Rd.,Los Angeles,90031-3137,CA,(323) 285-1441,No Data,(323) 285-1442,No Data,http://ednovate.org/east,42226,No Data,Y,1702,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,601968,34.07012,-118.19968,Robert Andrew,Martinez,amartinez@usceastcollegeprep.org,44582
1.96473E+13,622710,12271,Active,Los Angeles,Los Angeles Unified,Anahuacalmecac International University Preparatory of North America,4736 Huntington Drive South,4736 Huntington Dr. South,Los Angeles,90032-1942,CA,4736 Huntington Drive South,4736 Huntington Dr. South,Los Angeles,90032-1942,CA,(323) 352-3148,No Data,(323) 352-8758,info@dignidad.org,http://www.dignidad.org,42233,No Data,Y,1685,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,N,N,601925,34.085085,-118.18154,Marcos,Aguilar,sembrador@dignidad.org,44074
1.96473E+13,622710,12812,Active,Los Angeles,Los Angeles Unified,PUC Triumph Charter Academy and PUC Triumph Charter High,13361 Glenoaks Boulevard,13361 Glenoaks Blvd.,Sylmar,91342-4265,CA,"1405 North San Fernando Boulevard, Suite 303","1405 North San Fernando Blvd., Ste. 303",Burbank,91504,CA,(818) 356-2795,No Data,(818) 979-6579,c.rivas@pucschools.org,http://www.pucschools.org/tca/,42186,No Data,Y,797,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,44724,44724,N,N,N,601484,34.31419,-118.45976,Concepcion,Rivas,c.rivas@pucschools.org,44425
1.96473E+13,622710,13947,Active,Los Angeles,Los Angeles Unified,PUC Nueva Esperanza Charter Academy,1218 North Fourth Street,1218 North Fourth St.,San Fernando,91340-2314,CA,"1405 North San Fernando Boulevard, Suite 303","1405 North San Fernando Blvd., Ste. 303",Burbank,91504,CA,(818) 256-1951,No Data,(818) 256-2397,c.rivas@pucschools.org,http://www.pucschools.org/neca/,42186,No Data,Y,1092,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,602393,34.287618,-118.43854,Concepcion,Rivas,c.rivas@pucschools.org,44538
1.96473E+13,622710,10890,Active,Los Angeles,Los Angeles Unified,PUC CALS Middle School and Early College High,7350 North Figueroa Street,7350 North Figueroa St.,Los Angeles,90041-2547,CA,"1405 North San Fernando Boulevard, Suite 303","1405 North San Fernando Blvd., Ste. 303",Burbank,91504,CA,(213) 239-0063,No Data,(323) 254-4099,c.rivas@pucschools.org,http://www.pucschools.org/cals/,42186,No Data,Y,331,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,44724,44724,N,N,N,601833,34.137233,-118.18736,Concepcion,Rivas,c.rivas@pucschools.org,44426
1.96473E+13,622710,13968,Active,Los Angeles,Los Angeles Unified,"Girls Academic Leadership Academy, Dr. Michelle King School for Sci, Tech, Eng and Math",1067 West Boulevard,1067 West Blvd.,Los Angeles,90019-1839,CA,1067 West Boulevard,1067 West Blvd.,Los Angeles,90019-1839,CA,(323) 900-4533,No Data,No Data,No Data,http://www.galacademy.org,42598,No Data,N,No Data,No Data,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,44724,44724,C,N,N,No Data,34.055341,-118.33152,Elizabeth,Ackerman Hicks,ela9670@lausd.net,44056
1.96473E+13,622710,13970,Active,Los Angeles,Los Angeles Unified,Equitas Academy 4,2501 West 7th Street,2501 West 7th St.,Los Angeles,90057-3801,CA,2501 West 7th Street,2501 West 7th St.,Los Angeles,90057-3801,CA,(213) 201-5934,No Data,(213) 652-4444,No Data,http://eq4.equitasacademy.org,42979,No Data,Y,1785,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44689,44689,N,N,N,602128,34.058883,-118.28168,Malka,Borrego,mborrego@equitasacademy.org,44488
1.96473E+13,622710,13966,Active,Los Angeles,Los Angeles Unified,Valor Academy Elementary,8755 Woodman Avenue,8755 Woodman Ave.,Arleta,91331-6506,CA,600 South La Fayette Park Place Third Floor,600 South La Fayette Park Pl. Third Fl.,Los Angeles,90057,CA,(818) 217-2733,No Data,(323) 978-2423,mkaplan@brightstarschools.org,http://www.brightstarschools.org/vaes,42611,No Data,Y,1787,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-4,K-4,N,N,N,601529,34.229022,-118.43609,May,Oey,moey@brightstarschools.org,44056
1.96473E+13,622710,13972,Active,Los Angeles,Los Angeles Unified,New Los Angeles Charter Elementary,5421 Obama Road,5421 Obama Rd.,Los Angeles,90016-5122,CA,5421 Obama Road,5421 Obama Rd.,Los Angeles,90016-5122,CA,(323) 556-9500,No Data,(323) 556-9887,info@newlosangeles.org,http://www.newlosangeles.org/,42597,No Data,Y,1788,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,602475,34.022506,-118.36529,Jenna,Rosenberg,jrosenberg@newlosangeles.org,44389
1.96473E+13,622710,13973,Active,Los Angeles,Los Angeles Unified,Girls Athletic Leadership School Los Angeles,8015 Van Nuys Boulevard,8015 Van Nuys Blvd.,Panorama City,91402-6009,CA,8015 Van Nuys Boulevard,8015 Van Nuys Blvd.,Panorama City,91402-6009,CA,(818) 389-1184,No Data,(818) 389-1184,No Data,http://www.galsla.org,42599,No Data,Y,1791,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,601466,34.216444,-118.44914,Vanessa,Garza,vgarza@galsla.org,44074
1.96473E+13,622710,13971,Active,Los Angeles,Los Angeles Unified,Science Academy STEM Magnet,5525 Vineland Avenue,5525 Vineland Ave.,North Hollywood,91601-2730,CA,5525 Vineland Avenue,5525 Vineland Ave.,North Hollywood,91601-2730,CA,(818) 753-4470,No Data,(818) 753-4466,No Data,http://www.thescienceacademystemmagnet.org,42598,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEMHIGH,Elementary-High Combination,44724,44723,N,Y,N,No Data,34.170593,-118.37153,Carlos,Lauchu,clauchu@lausd.net,44482
1.96473E+13,622710,13969,Active,Los Angeles,Los Angeles Unified,Fourth Street Primary Center,469 Amalia Avenue,469 Amalia Ave.,Los Angeles,90022-2627,CA,469 Amalia Avenue,469 Amalia Ave.,Los Angeles,90022-2627,CA,(323) 268-8775,No Data,(323) 268-8755,No Data,http://4thstpc-lausd-ca.schoolloop.com,42598,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-1,K-1,N,N,N,No Data,34.027352,-118.15445,Audrey,Wu.,audrey.wu@lausd.net,44056
1.96473E+13,622710,13974,Active,Los Angeles,Los Angeles Unified,Rise Kohyang High,600 South Lafayette Park Place Third Floor,600 South Lafayette Park Pl. Third Fl.,Los Angeles,90057,CA,600 South Lafayette Park Place Third Floor,600 South Lafayette Park Pl. Third Fl.,Los Angeles,90057,CA,(323) 284-2553,No Data,(323) 256-3974,mkaplan@brightstarschool.org,http://brightstarschools.org/rkhs,42604,No Data,Y,1786,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,601946,34.062428,-118.28217,Cynthia,Trigueros,ctrigueros@brightstarschools.org,44252
1.96473E+13,622710,14036,Active,Los Angeles,Los Angeles Unified,Animo Florence-Firestone Charter Middle,8255 Beach Street,8255 Beach St.,Los Angeles,90001-4014,CA,"1149 South Hill Street, Suite 600","1149 South Hill St., Ste. 600",Los Angeles,90015,CA,(323) 565-3280,No Data,(323) 585-6507,flo.cde@greendot.org,http://ca.greendot.org/florence-firestone/,42591,No Data,Y,1794,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,Y,602096,33.962984,-118.24261,Joshua,Hartford,flo.cde@greendot.org,44504
1.96473E+13,622710,13899,Active,Los Angeles,Los Angeles Unified,The City,5753 Obama Boulevard,5753 Obama Blvd.,Los Angeles,90016-5013,CA,5753 Obama Boulevard,5753 Obama Blvd.,Los Angeles,90016-5013,CA,(310) 273-2489,No Data,(310) 273-2499,chsinfo@citycharterschools.org,http://citycharterschools.org,42552,No Data,Y,1710,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,601668,34.022002,-118.37113,Tyisha,Noise,tnoise@citycharterschools.org,44538
1.96473E+13,622710,14061,Active,Los Angeles,Los Angeles Unified,Arts in Action Community Middle,745 South Kern Avenue,745 South Kern Ave.,Los Angeles,90022-2672,CA,745 South Kern Avenue,745 South Kern Ave.,Los Angeles,90022-2672,CA,(323) 266-4371,1009,(323) 266-4371,kalinb@artsinactioncharter.org,http://www.artsinactioncharter.org,42597,No Data,Y,1806,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,601939,34.023242,-118.16563,Kalin,Balcomb,kalinb@artsinactioncharter.org,44425
1.96473E+13,622710,14109,Active,Los Angeles,Los Angeles Unified,Gabriella Charter 2,3736 Trinity Street,3736 Trinity St.,Los Angeles,90011-2635,CA,3736 Trinity Street,3736 Trinity St.,Los Angeles,90011-2635,CA,(213) 413-5828,No Data,(213) 413-5829,info@gabri.org,http://www.gabriellacharterschools.org,42963,No Data,Y,1853,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-5,N,N,N,601652,34.0121,-118.26936,Lindi,Williams,lwilliams@gabri.org,44482
1.96473E+13,622710,14108,Active,Los Angeles,Los Angeles Unified,KIPP Corazon Academy,9325 Long Beach Boulevard,9325 Long Beach Blvd.,South Gate,90280-4142,CA,9325 Long Beach Boulevard,9325 Long Beach Blvd.,South Gate,90280-4142,CA,(323) 457-5051,No Data,(323) 457-5052,enrollmenthotline@kippla.org,http://www.kippsocal.org/corazon,42962,No Data,Y,1855,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-4,K-7,N,N,N,601920,33.950932,-118.21812,Claudia,Solorzano,csolorzano@kippsocal.org,44482
1.96473E+13,622710,14100,Active,Los Angeles,Los Angeles Unified,Crete Academy,6103 Crenshaw Boulevard,6103 Crenshaw Blvd.,Los Angeles,90043-1853,CA,6103 Crenshaw Boulevard,6103 Crenshaw Blvd.,Los Angeles,90043-1853,CA,(323) 791-1600,No Data,(877) 496-2089,info@creteacademy.org,http://www.creteacademy.org,42961,No Data,Y,1854,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,601470,33.984498,-118.33126,Hattie,Mitchell,hmitchell@creteacademy.org,44484
1.96473E+13,622710,14098,Active,Los Angeles,Los Angeles Unified,WISH Academy High,7400 West Manchester Avenue,7400 West Manchester Ave.,Los Angeles,90045-2322,CA,7400 West Manchester Avenue,7400 West Manchester Ave.,Los Angeles,90045-2322,CA,(310) 743-6990,No Data,(310) 598-7770,info@wishcharter.org,http://www.wishcharter.org,42963,No Data,Y,1863,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,601569,33.957763,-118.42888,Kellie,Mowll,kmowll@wishcharter.org,44482
