CDS Code,County,District,School,Status,Closed Date,Website,Latitude,Longitude,Last Update,Street Address,Street City,Street State,Phone,Phone Extension,Email
19647330141549,Los Angeles,Los Angeles Unified,Computer Science Virtual Academy,Active,No Data,No Data,34.056143,-118.257322,7/8/2022,"333 South Beaudry Ave., 11Th Fl.",Los Angeles,CA,(213) 241-0496,No Data,No Data
19647336963037,Los Angeles,Los Angeles Unified,Concordia Christian,Active,No Data,No Data,34.272511,-118.494000,6/27/2022,16603 San Fernando Mission Blvd.,Granada Hills,CA,(818) 368-0892,No Data,katy.moore@concordiaschoolsla.org
19647336935175,Los Angeles,Los Angeles Unified,Concordia Junior/Senior High School,Closed,5/1/2017,No Data,Information Redacted,Information Redacted,5/1/2017,Information Redacted,Sylmar,CA,Information Redacted,No Data,Information Redacted
19647336960900,Los Angeles,Los Angeles Unified,Concordia School Canoga Park,Closed,5/23/2013,No Data,No Data,No Data,5/23/2013,Information Redacted,Canoga Park,CA,Information Redacted,No Data,Information Redacted
19647336935738,Los Angeles,Los Angeles Unified,Concordia Schools- San Fernando,Closed,2/28/2014,No Data,Information Redacted,Information Redacted,3/3/2014,Information Redacted,Sylmar,CA,Information Redacted,No Data,Information Redacted
19647330117721,Los Angeles,Los Angeles Unified,Contreras Learning Center-Academic Leadership Community,Active,No Data,www.alccobras.net,34.058064,-118.261708,11/5/2021,322 Lucas Ave.,Los Angeles,CA,(213) 240-3815,No Data,No Data
19647330112870,Los Angeles,Los Angeles Unified,Contreras Learning Center-Los Angeles School of Global Studies,Active,No Data,http://lasgs.net,34.058064,-118.261708,11/5/2021,322 Lucas Ave.,Los Angeles,CA,(213) 240-3850,No Data,No Data
19647330127795,Los Angeles,Los Angeles Unified,Contreras Learning Center-School of Social Justice,Active,No Data,www.socialjusticemclc.org/,34.058179,-118.260870,11/5/2021,322 South Lucas Ave.,Los Angeles,CA,(213) 240-3896,No Data,No Data
19647331932029,Los Angeles,Los Angeles Unified,Cooper (James Fenimore) Opportunity High,Closed,12/1/2002,No Data,No Data,No Data,1/30/2009,2210 Taper Ave.,San Pedro,CA,Information Not Available,No Data,No Data
19647336132757,Los Angeles,Los Angeles Unified,Cornerstone Academy of Los Angeles,Closed,7/1/2022,No Data,Information Redacted,Information Redacted,7/1/2022,Information Redacted,Los Angeles,CA,Information Redacted,No Data,Information Redacted
19647336204846,Los Angeles,Los Angeles Unified,Cornerstone Accelerated Learning Academy,Closed,2/9/2006,No Data,No Data,No Data,2/9/2006,Information Redacted,Los Angeles,CA,Information Redacted,No Data,No Data
19647337099328,Los Angeles,Los Angeles Unified,Cornerstone Accelerated Learning Academy,Closed,4/28/2009,No Data,No Data,No Data,4/28/2009,Information Redacted,Los Angeles,CA,Information Redacted,No Data,No Data
19647336201883,Los Angeles,Los Angeles Unified,Cornerstone Christian Academy,Closed,6/30/2021,No Data,Information Redacted,Information Redacted,6/30/2021,Information Redacted,Northridge,CA,Information Redacted,No Data,Information Redacted
19647330100297,Los Angeles,Los Angeles Unified,Cornerstone Prep Charter,Closed,7/21/2011,No Data,No Data,No Data,10/20/2017,"6080 Center Dr., Ste. 540",Los Angeles,CA,Information Not Available,No Data,No Data
19647336016620,Los Angeles,Los Angeles Unified,Corona Avenue Elementary,Active,No Data,www.cas-lausd-ca.schoolloop.com,33.975622,-118.198055,11/5/2021,3825 Bell Ave.,Bell,CA,(323) 560-1323,No Data,No Data
19647336960983,Los Angeles,Los Angeles Unified,Corpus Christi Elementary,Active,No Data,No Data,34.044452,-118.524218,6/27/2022,890 Toyopa Dr.,Pacific Palisades,CA,(310) 454-9411,No Data,suzanne.stewartduffy@cchristi.org
19647336979165,Los Angeles,Los Angeles Unified,"Country School, The",Active,No Data,No Data,34.165948,-118.396684,5/3/2022,5243 Laurel Canyon Blvd.,Valley Village,CA,(818) 769-2473,No Data,hnovick@country-school.org
19647336909246,Los Angeles,Los Angeles Unified,Countryside Preparatory,Closed,7/13/2006,No Data,No Data,No Data,7/13/2006,Information Redacted,Northridge,CA,Information Redacted,No Data,No Data
19647336934616,Los Angeles,Los Angeles Unified,"Coutin School, LLC",Active,No Data,No Data,34.199567,-118.601582,6/27/2022,7119 Owensmouth Ave.,Canoga Park,CA,(818) 992-0301,No Data,e.lake@coutinschool.com
19647336016646,Los Angeles,Los Angeles Unified,Cowan Avenue Elementary,Active,No Data,www.cowantigers.org,33.973315,-118.404880,11/5/2021,7615 Cowan Ave.,Los Angeles,CA,(310) 645-1973,No Data,No Data
99647336016646,Los Angeles,Los Angeles Unified,Cowan Avenue Elementary DL World Lang Im Spanish,Active,No Data,www.cowantigers.org,33.973315,-118.404880,11/5/2021,7615 Cowan Ave.,Los Angeles,CA,(310) 645-1973,No Data,No Data
99647336016647,Los Angeles,Los Angeles Unified,Cowan Avenue Elementary Gifted Int Humanities Magnet,Active,No Data,www.cowantigers.org,33.973315,-118.404880,11/5/2021,7615 Cowan Ave.,Los Angeles,CA,(310) 645-1973,No Data,No Data
19647337095342,Los Angeles,Los Angeles Unified,Crawford Academy,Closed,4/30/2019,No Data,Information Redacted,Information Redacted,4/30/2019,Information Redacted,Van Nuys,CA,Information Redacted,No Data,Information Redacted
19647336144711,Los Angeles,Los Angeles Unified,Creative Academy,Closed,2/28/2014,No Data,Information Redacted,Information Redacted,3/3/2014,Information Redacted,Los Angeles,CA,Information Redacted,No Data,Information Redacted
19647336143523,Los Angeles,Los Angeles Unified,Creative Center for Children,Active,No Data,No Data,34.054989,-118.428174,6/27/2022,10547 Santa Monica Blvd.,Los Angeles,CA,(310) 475-9004,No Data,evanelevi@gmail.com
19647337093180,Los Angeles,Los Angeles Unified,Creative hands learning academy Inc,Active,No Data,No Data,34.010585,-118.319804,6/28/2022,2416 West Martin Luther King Bl Jr,Los Angeles,CA,(323) 389-8014,No Data,Creativehandslearning@aol.com
19647336139653,Los Angeles,Los Angeles Unified,Creative Learning Academy,Active,No Data,No Data,34.010631,-118.309619,11/5/2021,1718 W. Martin Luther King Bl.,Los Angeles,CA,(323) 294-1444,No Data,creativelearning1@att.net
19647336931802,Los Angeles,Los Angeles Unified,CREATIVE LEARNING CENTER,Closed,8/12/2004,No Data,No Data,No Data,12/28/2005,Information Redacted,Los Angeles,CA,Information Redacted,No Data,No Data
19647331932128,Los Angeles,Los Angeles Unified,"Crenshaw Science, Technology, Engineering, Math and Medicine Magnet",Active,No Data,www.crenshawhs.org,33.997541,-118.329297,11/5/2021,5010 11th Ave.,Los Angeles,CA,(323) 290-7800,No Data,No Data
19647337092786,Los Angeles,Los Angeles Unified,CRENSHAW TOTACADEMY,Closed,5/12/2016,No Data,Information Redacted,Information Redacted,10/23/2019,Information Redacted,Los Angeles,CA,Information Redacted,No Data,Information Redacted
19647331931344,Los Angeles,Los Angeles Unified,Crenshaw-Washington Community Adult,Closed,4/26/2006,No Data,No Data,No Data,5/8/2006,5010 11th Ave.,Los Angeles,CA,Information Not Available,No Data,No Data
19647330109959,Los Angeles,Los Angeles Unified,Crescendo Charter,Closed,7/19/2011,No Data,33.998734,-118.308921,10/20/2017,4900 South Western Ave.,Los Angeles,CA,Information Not Available,No Data,Information Not Available
19647330112219,Los Angeles,Los Angeles Unified,Crescendo Charter Academy,Closed,7/12/2011,No Data,33.914375,-118.317807,10/20/2017,13000 South Van Ness Ave.,Gardena,CA,Information Not Available,No Data,Information Not Available
19647330112342,Los Angeles,Los Angeles Unified,Crescendo Charter Conservatory,Closed,7/12/2011,No Data,33.930785,-118.320871,10/20/2017,2506 West Imperial Hwy.,Hawthorne,CA,Information Not Available,No Data,Information Not Available
19647330115774,Los Angeles,Los Angeles Unified,Crescendo Charter Preparatory Central,Closed,7/19/2011,Information Not Available,No Data,No Data,10/20/2017,8715 La Salle Ave.,Los Angeles,CA,Information Not Available,No Data,Information Not Available
19647330115790,Los Angeles,Los Angeles Unified,Crescendo Charter Preparatory South,Closed,7/19/2011,No Data,33.961217,-118.300248,10/20/2017,8477 South Normandie Ave.,Los Angeles,CA,Information Not Available,No Data,Information Not Available
19647330115758,Los Angeles,Los Angeles Unified,Crescendo Charter Preparatory West,Closed,7/19/2011,No Data,33.884570,-118.305824,10/20/2017,16110 South La Salle Ave.,Gardena,CA,Information Not Available,No Data,Information Not Available
19647336016653,Los Angeles,Los Angeles Unified,Crescent Heights Boulevard Elementary,Active,No Data,www.crescentheightsmagnet-lausd-ca.schoolloop.com,34.047260,-118.373970,11/5/2021,1661 South Crescent Heights,Los Angeles,CA,(323) 931-2761,No Data,No Data
19647336977607,Los Angeles,Los Angeles Unified,Crescenta Valley Adventist School,Closed,5/5/2018,No Data,Information Redacted,Information Redacted,5/5/2018,Information Redacted,La Crescenta,CA,Information Redacted,No Data,Information Redacted
19647336934632,Los Angeles,Los Angeles Unified,Crespi Carmelite High School,Active,No Data,No Data,34.161751,-118.520424,6/27/2022,5031 Alonzo Ave.,Encino,CA,(818) 345-1672,No Data,ljoyce@crespi.org
19647336203418,Los Angeles,Los Angeles Unified,"Crestview, The",Closed,7/13/2006,No Data,No Data,No Data,7/13/2006,Information Redacted,Tarzana,CA,Information Redacted,No Data,No Data
19647336016661,Los Angeles,Los Angeles Unified,Crestwood Street STEAM Magnet,Active,No Data,https://linktr.ee/crestwoodsteam,33.749760,-118.312457,11/5/2021,1946 West Crestwood St.,Rancho Palos Verdes,CA,(310) 832-8130,No Data,No Data
19647330135616,Los Angeles,Los Angeles Unified,Crete Academy,Active,No Data,www.creteacademy.org,33.986180,-118.293863,7/7/2022,5940 South Budlong Ave.,Los Angeles,CA,(323) 791-1600,No Data,info@creteacademy.org
19647337100548,Los Angeles,Los Angeles Unified,Cristo Viene Christian School,Closed,4/30/2019,No Data,Information Redacted,Information Redacted,10/23/2019,Information Redacted,Los Angeles,CA,Information Redacted,No Data,Information Redacted
19647336160501,Los Angeles,Los Angeles Unified,Cristo Viene Christian School,Closed,7/1/2022,No Data,Information Redacted,Information Redacted,7/1/2022,Information Redacted,Los Angeles,CA,Information Redacted,No Data,Information Redacted
19647337077886,Los Angeles,Los Angeles Unified,Crittenton High,Closed,4/28/2009,No Data,No Data,No Data,4/28/2009,Information Redacted,Los Angeles,CA,Information Redacted,Information Redacted,No Data
19647336960884,Los Angeles,Los Angeles Unified,CrossRoad Christian Academy,Closed,2/28/2014,Information Redacted,Information Redacted,Information Redacted,3/3/2014,Information Redacted,Gardena,CA,Information Redacted,No Data,Information Redacted
19647336934640,Los Angeles,Los Angeles Unified,Crossroads,Closed,7/2/2014,Information Redacted,Information Redacted,Information Redacted,1/15/2015,Information Redacted,Van Nuys,CA,Information Redacted,No Data,Information Redacted
19647330121848,Los Angeles,Los Angeles Unified,Crown Preparatory Academy,Active,No Data,http://crownprep.org,34.035675,-118.311581,3/25/2022,2055 West 24th St.,Los Angeles,CA,(213) 448-9747,No Data,No Data
19647337099336,Los Angeles,Los Angeles Unified,Crystal Montessori Academy,Closed,7/13/2006,No Data,No Data,No Data,7/13/2006,Information Redacted,Los Angeles,CA,Information Redacted,No Data,No Data
19647337026065,Los Angeles,Los Angeles Unified,Cuddles Creative Child Care,Closed,3/2/2012,No Data,No Data,No Data,3/2/2012,Information Redacted,Los Angeles,CA,Information Redacted,No Data,No Data
19647336983167,Los Angeles,Los Angeles Unified,Curtis School,Active,No Data,No Data,34.129336,-118.479508,11/4/2021,15871 Mulholland Dr.,Los Angeles,CA,(310) 889-3700,No Data,drothbauer@curtisschool.org
19647336917496,Los Angeles,Los Angeles Unified,D & L Carousel Elementary,Closed,5/24/2005,No Data,No Data,No Data,12/28/2005,Information Redacted,Los Angeles,CA,Information Redacted,No Data,No Data
19647336132666,Los Angeles,Los Angeles Unified,D & L Carousel School,Closed,3/2/2012,No Data,No Data,No Data,3/2/2012,Information Redacted,Los Angeles,CA,Information Redacted,No Data,No Data
19647336016687,Los Angeles,Los Angeles Unified,Dahlia Heights Elementary,Active,No Data,www.dhes-lausd-ca.schoolloop.com/,34.138855,-118.198877,11/5/2021,5063 Floristan Ave.,Los Angeles,CA,(323) 255-1419,No Data,No Data
19647336144497,Los Angeles,Los Angeles Unified,Damascus Road Academy,Closed,5/1/2017,No Data,Information Redacted,Information Redacted,5/1/2017,Information Redacted,Northridge,CA,Information Redacted,No Data,Information Redacted
19647331931930,Los Angeles,Los Angeles Unified,Dan M. Issacs Avalon High,Active,No Data,No Data,33.791888,-118.263437,11/5/2021,1425 North Avalon Blvd.,Wilmington,CA,(310) 549-2112,No Data,No Data
19647336934673,Los Angeles,Los Angeles Unified,Daniel Murphy High,Closed,4/28/2009,No Data,No Data,No Data,4/28/2009,Information Redacted,Los Angeles,CA,Information Redacted,No Data,No Data
19647330120360,Los Angeles,Los Angeles Unified,Daniel Pearl Journalism & Communications Magnet,Active,No Data,www.pearlmagnet.org,34.191306,-118.501882,11/5/2021,6649 Balboa Blvd.,Lake Balboa,CA,(818) 654-3775,No Data,No Data
19647336058358,Los Angeles,Los Angeles Unified,Daniel Webster Middle,Active,No Data,www.lausd.k12.ca.us/webster_ms,34.029816,-118.435583,11/5/2021,11330 West Graham Pl.,Los Angeles,CA,(310) 235-4600,No Data,No Data
19647330109231,Los Angeles,Los Angeles Unified,"Danny J. Bakewell, Sr., Primary Center",Active,No Data,No Data,33.959390,-118.289346,11/5/2021,8621 South Baring Cross St.,Los Angeles,CA,(323) 751-3887,No Data,No Data
19647336016695,Los Angeles,Los Angeles Unified,Danube Avenue Elementary,Active,No Data,www.danubeavenue.wix.com/danube,34.274350,-118.474843,11/5/2021,11220 Danube Ave.,Granada Hills,CA,(818) 366-6463,No Data,No Data
19647336016703,Los Angeles,Los Angeles Unified,Darby Avenue Elementary,Active,No Data,www.darbyelementary.org,34.266413,-118.533523,11/5/2021,10818 Darby Ave.,Northridge,CA,(818) 360-1824,No Data,No Data
19647336146559,Los Angeles,Los Angeles Unified,Darko LA,Closed,5/1/2017,No Data,Information Redacted,Information Redacted,10/23/2019,Information Redacted,Los Angeles,CA,Information Redacted,No Data,Information Redacted
19647336142970,Los Angeles,Los Angeles Unified,Dayton Hall Prepartory,Closed,5/23/2013,No Data,No Data,No Data,5/23/2013,No Data,No Data,No Data,Information Redacted,No Data,No Data
19647336016711,Los Angeles,Los Angeles Unified,Dayton Heights Elementary,Active,No Data,www.daytonheights-lausd-ca.schoolloop.com,34.081919,-118.288077,11/5/2021,607 North Westmoreland Ave.,Los Angeles,CA,(323) 661-3308,No Data,No Data
19647336153258,Los Angeles,Los Angeles Unified,DBA HOMESCHOOL,Closed,4/30/2019,No Data,Information Redacted,Information Redacted,4/30/2019,Information Redacted,Toluca Lake,CA,Information Redacted,No Data,Information Redacted
19647336150791,Los Angeles,Los Angeles Unified,DBA School,Closed,5/1/2017,No Data,Information Redacted,Information Redacted,5/1/2017,Information Redacted,Toluca Lake,CA,Information Redacted,No Data,Information Redacted
19647336150429,Los Angeles,Los Angeles Unified,DC Home School and Sports Academy,Closed,5/1/2017,No Data,Information Redacted,Information Redacted,5/1/2017,Information Redacted,Chatsworth,CA,Information Redacted,No Data,Information Redacted
19647336982748,Los Angeles,Los Angeles Unified,De La Salle,Active,No Data,No Data,34.264969,-118.492515,6/27/2022,16535 Chatsworth St.,Granada Hills,CA,(818) 363-2270,No Data,claudia.monaco@sjbdls.org
19647336100812,Los Angeles,Los Angeles Unified,De Portola Mini Magnet,Merged,11/23/1987,No Data,No Data,No Data,6/24/1999,18720 Linnet St.,Tarzana,CA,No Data,No Data,No Data
19647336201222,Los Angeles,Los Angeles Unified,de Toledo High School,Active,No Data,No Data,34.193268,-118.620326,5/3/2022,22622 Vanowen St.,West Hills,CA,(818) 348-0048,No Data,info@dths.org
19647336016729,Los Angeles,Los Angeles Unified,Dearborn Elementary Charter Academy,Active,No Data,www.dearbornelementary.org,34.238678,-118.508346,11/5/2021,9240 Wish Ave.,Northridge,CA,(818) 349-4381,No Data,No Data
19647336016737,Los Angeles,Los Angeles Unified,Del Amo Elementary,Active,No Data,https://delamoes-lausd-ca.schoolloop.com,33.835096,-118.240384,11/5/2021,21228 Water St.,Carson,CA,(310) 830-5351,No Data,No Data
19647331931351,Los Angeles,Los Angeles Unified,Del Rey Continuation,Closed,7/1/2009,No Data,No Data,No Data,12/17/2009,8701 Park Hill Dr.,Los Angeles,CA,Information Not Available,No Data,No Data
19647336016745,Los Angeles,Los Angeles Unified,Delevan Drive Elementary,Active,No Data,www.delevandriveelementary.org,34.127161,-118.227217,11/5/2021,4168 West Avenue 42,Los Angeles,CA,(323) 255-0571,No Data,No Data
19647336953988,Los Angeles,Los Angeles Unified,Delphi Academy of Los Angeles,Active,No Data,www.delphila.org,34.275566,-118.364360,10/13/2021,11341 Brainard Ave.,Lake View Terrace,CA,(818) 583-1070,No Data,karen.dale@delphila.org
19647336016752,Los Angeles,Los Angeles Unified,Denker Avenue Elementary,Active,No Data,www.denkerave-lausd-ca.schoolloop.com,33.883721,-118.305340,11/5/2021,1620 West 162nd St.,Gardena,CA,(310) 327-9420,No Data,No Data
19647337004948,Los Angeles,Los Angeles Unified,Dennison Academy,Closed,8/2/2007,Information Redacted,No Data,No Data,11/10/2008,Information Redacted,Los Angeles,CA,Information Redacted,No Data,Information Redacted
19647330115121,Los Angeles,Los Angeles Unified,Design High,Closed,5/19/2010,No Data,34.054692,-118.268627,10/20/2017,1501 Wilshire Blvd.,Los Angeles,CA,Information Not Available,No Data,Information Not Available
19647336158489,Los Angeles,Los Angeles Unified,Destinations Academy,Active,No Data,No Data,34.173850,-118.589928,6/28/2022,"20951 Burbank Blvd., Ste. D",Woodland Hills,CA,(818) 737-2225,No Data,sdecker@destinationsforteens.com
19647336150536,Los Angeles,Los Angeles Unified,Devin A. Gonzales II Academy Of The Art's and Science Discovery For The Gifted,Active,No Data,No Data,33.809186,-118.270456,5/12/2022,336 East 238th St.,Carson,CA,(562) 612-8749,No Data,dagcleaner@gmail.com
19647336016760,Los Angeles,Los Angeles Unified,Devonshire Elementary,Closed,6/30/1989,No Data,No Data,No Data,6/24/1999,10045 Jumilla Ave.,Chatsworth,CA,No Data,No Data,No Data
19647337085319,Los Angeles,Los Angeles Unified,Devonshire Montessori,Closed,7/13/2006,No Data,No Data,No Data,7/13/2006,Information Redacted,Mission Hills,CA,Information Redacted,No Data,No Data
19647336138077,Los Angeles,Los Angeles Unified,Devonshire Preschool and Infant Center,Closed,1/5/2010,No Data,No Data,No Data,1/5/2010,Information Redacted,Chatsworth,CA,Information Redacted,No Data,No Data
19647331931633,Los Angeles,Los Angeles Unified,Diane S. Leichman Career Preparatory and Transition Center,Active,No Data,www.leichman-lausd-ca.schoolloop.com,34.199229,-118.547854,11/5/2021,19034 Gault St.,Reseda,CA,(818) 881-5341,No Data,No Data
19647336071450,Los Angeles,Los Angeles Unified,Diane S. Leichman Elementary,Closed,6/30/1989,No Data,No Data,No Data,6/24/1999,19034 Gault St.,Reseda,CA,No Data,No Data,No Data
19647330124503,Los Angeles,Los Angeles Unified,Diego Rivera Learning Complex Green Design STEAM Academy,Active,No Data,www.drlc-lausd-ca.schoolloop.com,33.984122,-118.256116,11/5/2021,6100 South Central Ave.,Los Angeles,CA,(323) 846-2108,No Data,No Data
19647331996594,Los Angeles,Los Angeles Unified,Discovery Charter,Closed,6/30/2007,No Data,No Data,No Data,10/20/2017,12550 Van Nuys Blvd.,Pacoima,CA,Information Not Available,No Data,Information Not Available
19647330115253,Los Angeles,Los Angeles Unified,Discovery Charter Preparatory #2,Active,No Data,http://discoveryprep.org,34.319080,-118.425173,3/25/2022,13570 Eldridge Ave.,Sylmar,CA,(818) 897-1187,No Data,No Data
19647336139125,Los Angeles,Los Angeles Unified,Discovery School,Active,No Data,No Data,34.181207,-118.541065,6/27/2022,18719 Topham St.,Tarzana,CA,(818) 881-9707,No Data,evanelevi@gmail.com
19647336916910,Los Angeles,Los Angeles Unified,Discovery World Academy,Closed,11/10/2008,No Data,No Data,No Data,11/10/2008,Information Redacted,Lomita,CA,Information Redacted,No Data,No Data
19647336977706,Los Angeles,Los Angeles Unified,Divine Providence Day Nursery and Kindergarten,Closed,4/30/2019,No Data,Information Redacted,Information Redacted,4/30/2019,Information Redacted,Los Angeles,CA,Information Redacted,No Data,Information Redacted
19647336961015,Los Angeles,Los Angeles Unified,Divine Saviour,Active,No Data,No Data,34.088887,-118.222556,6/27/2022,624 Cypress Ave.,Los Angeles,CA,(323) 222-6077,No Data,aalvarez@divinesaviourschool.org
19647336016778,Los Angeles,Los Angeles Unified,Dixie Canyon Community Charter,Active,No Data,www.dixiecanyones-lausd-ca.schoolloop.com,34.147085,-118.424808,4/7/2022,4220 Dixie Canyon Ave.,Sherman Oaks,CA,(818) 784-6283,No Data,No Data
19647336100200,Los Angeles,Los Angeles Unified,Dodson Junior Gifted Magnet,Closed,12/2/1989,No Data,No Data,No Data,6/24/1999,28014 Monteria Dr.,San Pedro,CA,No Data,No Data,No Data
19647330122135,Los Angeles,Los Angeles Unified,Dolores Huerta Elementary,Active,No Data,www.huertaes-lausd-ca.schoolloop.com,34.019825,-118.268578,11/5/2021,260 East 31st St.,Los Angeles,CA,(323) 846-4820,No Data,No Data
19647336961023,Los Angeles,Los Angeles Unified,Dolores Mission School,Active,No Data,No Data,34.045379,-118.223129,5/3/2022,170 South Gless St.,Los Angeles,CA,(323) 881-0001,No Data,egaray@dolores-mission.org
19647336016786,Los Angeles,Los Angeles Unified,Dolores Street Elementary,Active,No Data,https://doloresstes-lausd-ca.schoolloop.com/,33.821694,-118.272283,11/5/2021,22526 Dolores St.,Carson,CA,(310) 834-2565,No Data,No Data
19647336016794,Los Angeles,Los Angeles Unified,Dominguez Elementary,Active,No Data,No Data,33.835378,-118.215557,11/5/2021,21250 Santa Fe Ave.,Carson,CA,(310) 835-7137,No Data,No Data
19647336996664,Los Angeles,Los Angeles Unified,Donna Ro,Closed,6/30/2021,No Data,Information Redacted,Information Redacted,6/30/2021,Information Redacted,Los Angeles,CA,Information Redacted,No Data,Information Redacted
19647336163794,Los Angeles,Los Angeles Unified,Doris L. Morrow Academy,Active,No Data,No Data,34.002680,-118.355758,12/11/2021,4731 Don Porfirio Pl,Los Angeles,CA,(424) 341-4618,No Data,kim_brock@dlmacademy.org
19647336985881,Los Angeles,Los Angeles Unified,Dorothy Brown,Closed,1/5/2010,No Data,No Data,No Data,1/17/2018,Information Redacted,Los Angeles,CA,Information Redacted,No Data,Information Redacted
19647330120808,Los Angeles,Los Angeles Unified,Dorothy V. Johnson Community Day,Active,No Data,www.jcds-lausd-ca.schoolloop.com,33.939063,-118.243815,11/5/2021,10601 South Grandee Ave.,Los Angeles,CA,(323) 568-8400,No Data,No Data
19647336016802,Los Angeles,Los Angeles Unified,Dorris Place Elementary,Active,No Data,www.dorris-lausd-ca.schoolloop.com,34.090685,-118.237919,11/5/2021,2225 Dorris Pl.,Los Angeles,CA,(323) 222-9185,No Data,No Data
19647331932367,Los Angeles,Los Angeles Unified,Dorsey Community Adult,Closed,6/30/1989,No Data,No Data,No Data,6/24/1999,3537 Farmdale Ave.,Los Angeles,CA,No Data,No Data,No Data
19647331932938,Los Angeles,Los Angeles Unified,Dorsey High School Magnet,Merged,11/23/1987,No Data,No Data,No Data,6/24/1999,3537 Farmdale Ave.,Los Angeles,CA,No Data,No Data,No Data
19647331932888,Los Angeles,Los Angeles Unified,Downtown Business High,Active,No Data,www.downtownmagnets.org,34.062927,-118.251015,11/5/2021,1081 West Temple St.,Los Angeles,CA,(213) 481-0371,No Data,No Data
99647331932888,Los Angeles,Los Angeles Unified,Downtown Computer Sci/Digital Media Arts/Eng Magnet,Active,No Data,www.downtownmagnets.org,34.062927,-118.251015,11/5/2021,1081 West Temple St.,Los Angeles,CA,(213) 481-0371,No Data,No Data
19647336119903,Los Angeles,Los Angeles Unified,Downtown Value,Active,No Data,www.dvs.valueschools.com,34.037592,-118.279224,2/1/2022,950 West Washington Blvd.,Los Angeles,CA,(213) 748-8868,No Data,No Data
19647330117028,Los Angeles,Los Angeles Unified,Dr. James Edward Jones Primary Center,Active,No Data,www.jonespc-lausd-ca.schoolloop.com,34.000679,-118.292085,11/5/2021,1017 West 47th St.,Los Angeles,CA,(323) 235-8911,No Data,No Data
19647336929343,Los Angeles,Los Angeles Unified,Dr. John Plummer Jr. Christian Academy,Closed,5/24/2005,No Data,No Data,No Data,12/28/2005,Information Redacted,Los Angeles,CA,Information Redacted,No Data,No Data
19647330124446,Los Angeles,Los Angeles Unified,Dr. Julian Nava Learning Academies-School of Arts and Culture,Closed,6/30/2018,Information Not Available,34.015715,-118.248773,7/9/2018,1420 East Adams Blvd.,Los Angeles,CA,Information Not Available,No Data,No Data
19647330124453,Los Angeles,Los Angeles Unified,Dr. Julian Nava Learning Academy,Active,No Data,www.drjuliannavalearningacademy.com,34.015715,-118.248773,11/5/2021,1420 East Adams Blvd.,Los Angeles,CA,(323) 846-2200,No Data,No Data
19647330126433,Los Angeles,Los Angeles Unified,"Dr. Lawrence H. Moore Math, Science, Technology Academy",Active,No Data,www.mooremstacademy-lausd-ca.schoolloop.com,33.984342,-118.251464,11/5/2021,1321 East 61st St.,Los Angeles,CA,(323) 277-2310,No Data,No Data
19647330124479,Los Angeles,Los Angeles Unified,Dr. Maya Angelou Community High,Active,No Data,www.lausd.net/MayaAngelouCommunityHighSchool,33.994220,-118.270103,11/5/2021,300 East 53rd St.,Los Angeles,CA,(323) 846-4600,No Data,No Data
19647330122143,Los Angeles,Los Angeles Unified,Dr. Owen Lloyd Knox Elementary,Active,No Data,www.knox-lausd-ca.schoolloop.com,33.954753,-118.273874,11/5/2021,8919 South Main St.,Los Angeles,CA,(323) 565-2960,No Data,No Data
19647337094162,Los Angeles,Los Angeles Unified,DR. PADITA'S PRESCHOOL AND KDG,Closed,8/12/2004,No Data,No Data,No Data,8/12/2004,Information Redacted,ARLETA,CA,Information Redacted,No Data,No Data
19647330102921,Los Angeles,Los Angeles Unified,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,Active,No Data,https://harborteacherprep.com,33.783613,-118.281264,11/5/2021,1111 Figueroa Pl.,Wilmington,CA,(310) 834-3932,No Data,No Data
19647330128710,Los Angeles,Los Angeles Unified,Dr. Sammy Lee Medical and Health Science Magnet Elementary,Active,No Data,www.drsammyleemag-lausd-ca.schoolloop.com/,34.074011,-118.288621,11/5/2021,3600 Council St.,Los Angeles,CA,(213) 368-8775,No Data,No Data
19647330102491,Los Angeles,Los Angeles Unified,Dr. Theodore T. Alexander Jr. Science Center,Active,No Data,http://alexanderes-lausd-ca.schoolloop.com,34.016902,-118.282888,11/5/2021,3737 South Figueroa St.,Los Angeles,CA,(213) 746-1995,No Data,No Data
99647330102491,Los Angeles,Los Angeles Unified,Dr Theodore T Alexander Jr Science Ctr DL Two-Way Im Spanish,Active,No Data,http://alexanderes-lausd-ca.schoolloop.com,34.016902,-118.282888,11/5/2021,3737 South Figueroa St.,Los Angeles,CA,(213) 746-1995,No Data,No Data
19647336203400,Los Angeles,Los Angeles Unified,Dream Center (DC) Academy,Closed,5/5/2018,No Data,Information Redacted,Information Redacted,5/5/2018,Information Redacted,Los Angeles,CA,Information Redacted,No Data,Information Redacted
19647336149157,Los Angeles,Los Angeles Unified,Dream Center Early Childhood Education Center,Closed,5/1/2017,No Data,Information Redacted,Information Redacted,5/1/2017,Information Redacted,Los Angeles,CA,Information Redacted,No Data,Information Redacted
19647336102198,Los Angeles,Los Angeles Unified,Drew Junior High Magnet,Merged,11/23/1987,No Data,No Data,No Data,6/24/1999,8511 Compton Ave.,Los Angeles,CA,No Data,No Data,No Data
19647336145080,Los Angeles,Los Angeles Unified,DTW Academy of Higher Education,Closed,2/28/2014,No Data,Information Redacted,Information Redacted,3/3/2014,Information Redacted,Carson,CA,Information Redacted,No Data,Information Redacted
